ID,Metal,BDE,M-H,VMH,CoordNum,H,B,C,N,O,F,Si,P,S,Cl,Charge,LTrans,GrpNum
HAXFAO.Ir.xyz,Ir,69.12,1.58515,2145.8,8,1,0,1,0,0,0,0,1,0,0,1,0,9
HAYWIQ.Ir.xyz,Ir,68.81,1.636769,1958.1,6,1,0,1,0,0,0,1,0,1,0,1,6,9
HAYWOW.Ir.xyz,Ir,70.97,1.623737,2049.9,6,1,0,1,0,0,0,1,0,1,0,1,6,9
HAZJUN.Ir.xyz,Ir,71.14,1.618332,2034.8,6,1,0,1,0,0,0,1,1,0,0,0,15,9
HAZTAF.Ir.xyz,Ir,67.91,1.531042,2374.8,5,1,0,1,0,0,0,0,1,0,1,0,0,9
HAZTEJ.Ir.xyz,Ir,67.28,1.605594,2160.9,6,1,0,1,0,0,0,0,1,0,1,0,6,9
HAZTIN.Ir.xyz,Ir,73.68,1.566045,2257.2,6,1,0,1,1,0,0,0,1,0,1,0,7,9
HAZTOT.Ir.xyz,Ir,68.59,1.565583,2246.2,9,2,0,1,0,0,0,0,1,0,0,1,0,9
HBMPMO.Mo.xyz,Mo,56.62,1.761996,1632.4,8,3,1,0,0,0,0,0,1,0,0,0,5,6
HBUPPT.Pt.xyz,Pt,64.54,1.643617,1727.8,4,2,0,0,0,0,0,0,1,0,0,0,1,10
HBUPPT01.Pt.xyz,Pt,65.58,1.643716,1708.2,4,2,0,0,0,0,0,0,1,0,0,0,1,10
HBUPPT02.Pt.xyz,Pt,65.61,1.644003,1708.6,4,2,0,0,0,0,0,0,1,0,0,0,1,10
HBUPRH.Rh.xyz,Rh,59.44,1.507371,2219.5,5,1,0,1,0,0,0,0,1,0,1,0,0,9
HBUPRU10.Ru.xyz,Ru,54.46,1.610379,1954.2,8,1,0,1,0,0,0,0,1,0,0,1,0,8
HBXPRU.Ru.xyz,Ru,67,1.597667,1936.7,6,1,0,1,0,1,0,0,1,0,0,0,8,8
HCBPTB10.Pt.xyz,Pt,70.12,1.58994,2080.8,6,1,1,1,0,0,0,0,1,0,0,0,6,10
HCHXPC10.Co.xyz,Co,45.3,1.501587,1822.2,6,3,1,0,0,0,0,0,1,0,0,0,0,9
HCOCFE.Fe.xyz,Fe,56.8,1.505155,1964.5,9,1,0,1,0,0,0,1,0,0,0,0,0,8
HCPPPT10.Pt.xyz,Pt,73.54,1.558173,2207.2,4,1,0,0,0,0,0,0,1,0,1,0,17,10
HCPPRU01.Ru.xyz,Ru,65.77,1.587562,1989.6,5,1,0,0,0,0,0,0,1,0,1,0,0,8
HCPZIR.Ir.xyz,Ir,70.91,1.601091,2061.6,6,1,0,1,1,0,0,0,1,0,1,-1,7,9
HCYPMO.Mo.xyz,Mo,57.94,1.682029,1825.1,12,2,0,1,0,0,0,0,0,0,0,0,0,6
HECKOR.Ir.xyz,Ir,69.91,1.569886,2212.5,6,1,0,0,1,0,0,0,1,0,1,0,17,9
HECWUJ.Os.xyz,Os,66.16,1.60419,2168.8,8,3,0,1,1,1,0,0,1,0,0,0,6,8
HECXAQ.Os.xyz,Os,63.39,1.601616,2166.1,8,3,0,1,1,1,0,0,1,0,0,0,6,8
HEDCEY.Fe.xyz,Fe,47.93,1.521692,1864.1,6,1,0,1,0,0,0,0,1,1,0,0,6,8
HEDDOL.Ir.xyz,Ir,76.8,1.589831,2123.9,6,3,0,0,1,0,0,0,1,0,0,0,7,9
HEDDUR.Ir.xyz,Ir,74.88,1.585354,2149.1,7,2,0,1,1,0,0,0,1,0,0,0,0,9
HEDFAZ.Ir.xyz,Ir,72.3,1.570281,2201.9,7,2,0,1,1,1,0,0,1,0,0,0,0,9
HEDFAZ01.Ir.xyz,Ir,71.91,1.570211,2202.2,7,2,0,1,1,1,0,0,1,0,0,0,0,9
HEDFED.Ir.xyz,Ir,76.57,1.579177,2171.5,7,2,0,1,1,0,0,0,1,0,0,0,0,9
HEDFIH.Ir.xyz,Ir,77.02,1.587087,2144.1,6,2,0,0,1,1,0,0,1,0,0,0,8,9
HEDFON.Ir.xyz,Ir,76.03,1.578441,2181.5,6,2,0,0,1,1,0,0,1,0,0,0,8,9
HEDFUT.Ir.xyz,Ir,77.41,1.577071,2186.9,6,2,0,0,1,1,0,0,1,0,0,0,8,9
HEDNUA.W.xyz,W,55.19,1.720472,1895.9,10,1,0,1,0,1,0,1,0,0,0,0,0,6
HEDPAI.W.xyz,W,53.34,1.718129,1949.2,10,1,0,1,1,0,0,1,0,0,0,0,0,6
HEDVIY.Fe.xyz,Fe,48.3,1.47845,1982.5,11,1,0,1,0,0,0,0,0,0,0,1,0,8
HEDZIA.Re.xyz,Re,65.99,1.747757,1756.2,6,1,0,1,0,0,0,0,1,0,0,0,6,7
HEDZOG.Re.xyz,Re,64.59,1.723611,1800.9,6,1,0,1,0,0,0,0,1,0,0,0,15,7
HEDZUM.Re.xyz,Re,62.43,1.735202,1812.9,6,1,0,1,0,0,0,0,1,0,0,0,6,7
HEFQEP.Os.xyz,Os,65.62,1.653376,2010.5,7,3,0,0,0,0,0,1,1,0,0,0,15,8
HEHGIK.Pt.xyz,Pt,65.56,1.551642,2232,6,1,0,1,1,0,0,0,0,0,1,0,17,10
HEJKOY.Co.xyz,Co,45.76,1.47323,1947.2,5,1,0,1,0,0,0,0,0,0,0,0,6,9
HELSID.Rh.xyz,Rh,55.65,1.510136,2195.4,6,1,0,0,0,1,1,0,1,0,0,0,8,9
HELWOK.Os.xyz,Os,69.79,1.634874,2109.1,7,1,0,0,0,1,0,0,1,0,0,1,0,8
HEMCAD.Ta.xyz,Ta,55.76,1.751962,1804.6,12,2,0,1,0,0,0,0,0,0,0,0,0,5
HEMCEH.Ta.xyz,Ta,68.7,1.816433,1665.7,11,1,0,1,0,0,0,0,0,0,0,0,0,5
HEMCIL.Ta.xyz,Ta,55.56,1.744984,1801.5,12,1,0,1,0,0,0,0,0,0,0,0,0,5
HEMYOQ.Ir.xyz,Ir,69.67,1.565089,2257,8,1,0,1,1,0,0,0,0,0,0,1,0,9
HEPCOA.Co.xyz,Co,47.22,1.471436,1947.6,8,1,1,1,0,0,0,0,1,0,0,0,0,9
HEPCOB.Rh.xyz,Rh,57.86,1.545738,2083.5,8,1,1,1,0,0,0,0,1,0,0,0,0,9
HEPPRU.Ru.xyz,Ru,65.22,1.676952,1610.2,6,2,0,0,0,0,0,0,1,0,0,0,1,8
HEQMEV.Pt.xyz,Pt,52.61,1.592882,2092,4,1,0,0,0,0,0,0,1,0,0,0,15,10
HEQMIZ.Pt.xyz,Pt,63.08,1.603789,2016.9,5,1,0,0,0,0,0,0,1,0,0,1,15,10
HETHET.Ru.xyz,Ru,56.81,1.596923,1972.3,6,1,0,1,0,0,0,0,1,0,1,0,15,8
HETSRE.Re.xyz,Re,48.65,1.788563,1634.1,6,1,0,1,0,0,0,1,0,0,0,0,14,7
HEVHAS.Ir.xyz,Ir,61.33,1.629732,2018.6,8,1,1,1,0,0,0,0,1,0,0,0,0,9
HEVWOW.Ru.xyz,Ru,58.1,1.580246,1994.6,7,1,0,1,1,0,0,0,0,0,0,-1,0,8
HEWKUR.Fe.xyz,Fe,53.67,1.511209,1815.6,8,1,0,1,0,0,0,0,1,0,0,0,0,8
HEWSUY.Ir.xyz,Ir,71.96,1.584166,2145.8,6,1,0,0,1,0,0,0,1,0,1,0,17,9
HEXFOG.Ru.xyz,Ru,69.19,1.60692,1903.5,8,1,0,1,0,0,0,0,1,0,0,0,0,8
HEXFUM.Ru.xyz,Ru,66.55,1.580513,1994.2,8,1,0,1,0,0,0,0,1,0,0,0,0,8
HEXGEY.Ir.xyz,Ir,73.07,1.590995,2112.6,5,1,0,1,0,0,0,0,0,0,1,0,0,9
HEXGIC.Ir.xyz,Ir,72.62,1.59059,2132.8,6,1,0,1,1,0,0,0,0,0,1,0,17,9
HEXTUB.Ir.xyz,Ir,70.48,1.530689,2391.5,7,1,0,1,0,0,0,0,0,0,0,0,0,9
HEXVAJ.Ir.xyz,Ir,69.95,1.537113,2375.4,7,1,0,1,0,0,0,0,0,0,0,0,0,9
HEXVEN.Ir.xyz,Ir,68.74,1.544589,2043.6,7,1,0,1,0,0,0,0,0,0,0,1,0,9
HEXVIR.Ir.xyz,Ir,69.34,1.537528,2372.3,8,2,0,1,0,0,0,0,0,0,0,1,0,9
HEXVOX.Ir.xyz,Ir,68.85,1.535812,2339.3,4,2,0,1,0,0,0,0,0,0,0,1,0,9
HEXVUD.Ir.xyz,Ir,66.2,1.534134,2349.8,4,2,0,1,0,0,0,0,0,0,0,1,0,9
HEXZIV.Pd.xyz,Pd,59.03,1.663177,1574.5,4,1,0,0,0,0,0,1,1,0,0,0,14,10
HEXZIV01.Pd.xyz,Pd,58.73,1.662172,1562.2,4,1,0,0,0,0,0,1,1,0,0,0,14,10
HEYXAM.Ru.xyz,Ru,65.87,1.633835,1811.2,6,1,0,0,0,1,0,0,1,0,0,0,15,8
HEYYOB.Pt.xyz,Pt,74.82,1.604679,2062.7,4,1,0,1,0,0,0,0,1,0,0,1,6,10
HEYYUH.Pt.xyz,Pt,74.9,1.604609,2059.4,4,1,0,1,0,0,0,0,1,0,0,1,6,10
HEZWEQ.Ru.xyz,Ru,68.86,1.618183,1849.2,8,1,0,1,0,0,0,0,1,0,0,0,0,8
HFHYZW.W.xyz,W,32.26,1.697759,1888.8,13,2,0,1,1,0,0,0,0,0,0,1,0,6
HFMPPT.Pt.xyz,Pt,65.81,1.616234,1997.7,4,1,0,1,0,0,0,0,1,0,0,0,6,10
HFMPPT01.Pt.xyz,Pt,65.47,1.610571,2029.3,4,1,0,1,0,0,0,0,1,0,0,0,6,10
HFTPRU.Ru.xyz,Ru,54.19,1.624888,1929.4,7,1,0,1,0,1,0,0,1,0,0,1,0,8
HIBROB.Ag.xyz,Ag,69.36,1.642723,1713.9,2,1,0,1,0,0,0,0,0,0,0,0,6,11
HICYOH.Y.xyz,Y,72.07,2.056941,1269.3,8,1,0,1,1,1,0,0,0,0,0,0,0,3
HIFFUX.Ir.xyz,Ir,68.73,1.558115,2246.7,7,1,0,1,1,1,0,0,1,0,1,0,0,9
HIFLAK.Re.xyz,Re,53.37,1.651698,2020.9,7,1,0,0,1,0,0,0,1,0,1,1,0,7
HIGPIZ.Re.xyz,Re,65.46,1.761467,1983.2,6,1,0,1,1,0,0,0,1,0,0,0,6,7
HIGQIZ.Fe.xyz,Fe,55.05,1.517734,1858.7,6,1,0,0,1,0,0,0,1,0,0,1,7,8
HIGWUS.Ru.xyz,Ru,62.05,1.624576,1896.6,6,1,0,1,1,0,0,0,1,0,0,1,0,8
HIGXAZ.Ru.xyz,Ru,62.04,1.624597,1896.5,6,1,0,1,1,0,0,0,1,0,0,1,0,8
HIGYIF.Os.xyz,Os,76.04,1.640046,2042.9,8,3,1,1,0,0,0,0,1,0,0,0,1,8
HIJDEL.Ru.xyz,Ru,65.64,1.57839,2030.1,6,1,0,0,0,1,0,0,1,0,0,0,8,8
HIKCOU.W.xyz,W,57.09,1.720795,1851.9,8,3,0,0,0,1,0,0,1,0,0,0,0,6
HIKCUA.W.xyz,W,57.52,1.727376,1810.6,8,2,0,1,0,1,0,0,1,0,0,0,0,6
HIMDEM.Re.xyz,Re,63.95,1.66431,2026.6,8,4,0,1,1,0,0,0,1,0,0,0,0,7
HIMKIX.Ta.xyz,Ta,53.73,1.7494,1801.4,13,2,0,1,0,0,0,0,1,0,0,0,0,5
HINQAX.Mo.xyz,Mo,59.46,1.679777,1856,12,1,0,1,0,0,0,1,0,0,0,1,0,6
HIPJOI.Fe.xyz,Fe,45.87,1.563464,1575,6,2,0,0,1,0,0,0,1,0,0,0,0,8
HIPQIH.W.xyz,W,58.03,1.710271,1886.5,9,1,0,1,1,0,0,0,1,0,0,0,0,6
HIQDAO.Ru.xyz,Ru,66.04,1.600089,1968.3,6,1,0,1,1,0,0,0,1,0,0,1,0,8
HIRVEJ.Zn.xyz,Zn,74.21,1.591962,1620.6,4,1,0,0,1,0,0,0,0,0,0,0,0,12
HISLIH.Os.xyz,Os,61.35,1.595213,2171.9,7,3,0,0,0,1,0,0,1,0,0,0,0,8
HISLON.Os.xyz,Os,61.92,1.622922,2090.7,6,1,0,1,0,1,0,0,1,0,0,0,15,8
HISLUQ.Ir.xyz,Ir,46.37,1.57705,2175.4,7,1,0,1,1,0,0,0,0,0,0,1,7,9
HISVEK.Os.xyz,Os,64.01,1.592531,2214.9,8,2,0,1,0,1,0,0,1,0,0,0,0,8
HITVAK.Fe.xyz,Fe,57.93,1.544022,1779.2,6,2,0,1,0,0,0,0,1,0,0,0,6,8
HIVNIJ.Fe.xyz,Fe,50.85,1.522681,1890.3,6,1,0,1,0,0,0,0,1,0,0,0,6,8
HIVXIT.Re.xyz,Re,67.56,1.717884,1839.2,5,1,0,0,1,0,0,0,1,0,0,0,0,7
HIVXOZ.Re.xyz,Re,67.96,1.725493,1790.6,5,1,0,0,1,0,0,0,1,0,0,0,0,7
HIVXUF.Re.xyz,Re,62.24,1.731436,1763.5,5,1,0,0,1,0,0,0,1,0,0,0,0,7
HIVYEQ.Re.xyz,Re,68.23,1.728101,1781.7,5,1,0,0,1,0,0,0,1,0,0,0,0,7
HIWQEK.Ir.xyz,Ir,72.85,1.582852,2185.3,8,2,0,1,0,0,0,0,1,0,0,1,6,9
HIWWUH.Ru.xyz,Ru,62.19,1.602565,1963.3,10,1,1,1,0,0,0,0,1,0,0,1,6,8
HIXYOC.Ir.xyz,Ir,66.48,1.59268,2140.6,6,1,0,0,0,0,0,0,1,0,1,1,15,9
HIXYUI.Rh.xyz,Rh,63.38,1.550436,2067.8,6,1,0,0,0,0,0,0,1,0,1,1,17,9
HIXZAP.Rh.xyz,Rh,62.6,1.542291,2121.4,6,1,0,0,0,0,0,0,1,0,1,1,17,9
HIXZIX.Rh.xyz,Rh,61.58,1.579623,1962,6,2,0,0,0,0,0,0,1,0,0,1,15,9
HIYTIS.Ti.xyz,Ti,62.32,1.725836,1532.3,11,1,0,1,0,0,0,0,0,0,0,0,0,4
HIZNIN.Ru.xyz,Ru,59.61,1.575895,2062.5,9,1,0,1,0,0,0,0,1,0,0,1,0,8
HIZRIS.Ir.xyz,Ir,59.99,1.577742,2190.5,10,1,0,1,0,0,0,0,0,0,0,0,0,9
HMCBFE.Fe.xyz,Fe,52.37,1.489264,1903.2,5,1,0,1,0,0,0,0,0,0,0,0,0,8
HMPEZR.Zr.xyz,Zr,61.95,1.970858,1441.4,8,1,0,1,0,0,0,0,1,0,0,0,0,4
HNBPRH10.Rh.xyz,Rh,64.69,1.590599,1849.8,4,1,0,0,1,0,0,0,1,0,0,0,7,9
HNIPRH.Rh.xyz,Rh,70.24,1.601481,1874.4,4,1,0,0,1,0,0,0,1,0,0,0,7,9
HNTPIR.Ir.xyz,Ir,58.84,1.615299,2151.3,5,1,0,0,1,0,0,0,1,0,0,1,7,9
HNTPRE.Re.xyz,Re,56.76,1.673207,2004.2,5,1,0,0,1,0,0,0,1,0,0,1,15,7
HOBBEH.Pt.xyz,Pt,68.16,1.585936,2137.7,6,1,0,0,0,0,0,1,1,0,0,0,15,10
HOBGOU.Ir.xyz,Ir,71.3,1.618734,2031.8,5,1,0,1,0,0,0,0,1,0,0,0,15,9
HOCKEQ.Ir.xyz,Ir,65.97,1.598164,2120,6,1,0,1,0,0,0,1,1,0,0,0,15,9
HOGNAV.Ir.xyz,Ir,74.52,1.580669,2179.9,6,1,1,0,0,1,0,0,1,0,1,0,17,9
HOGXIK.Ir.xyz,Ir,70.45,1.58231,2197.7,6,2,0,0,1,0,0,1,0,0,0,0,7,9
HOHFIT.Ir.xyz,Ir,61.32,1.563183,2243.9,7,1,0,1,0,0,0,0,1,0,0,1,0,9
HOHHOB.Ru.xyz,Ru,66.48,1.588179,2040.4,8,1,0,1,0,0,0,0,1,0,0,0,0,8
HOHXUY.W.xyz,W,62.8,1.714128,1888.5,10,1,0,1,1,0,0,0,0,0,0,0,0,6
HOJLOK.Ru.xyz,Ru,60.28,1.608358,1946.2,6,1,0,1,0,0,0,0,1,0,0,0,15,8
HOJLUQ.Ru.xyz,Ru,58.91,1.616799,1987.7,6,1,0,1,0,0,0,0,1,0,0,0,0,8
HOJMAX.Ru.xyz,Ru,58.85,1.616468,1981.9,6,1,0,1,0,0,0,0,1,0,0,0,0,8
HOJMEB.Ru.xyz,Ru,60.78,1.61572,1994,6,1,0,1,0,0,0,0,1,0,0,0,0,8
HOJMIF.Ru.xyz,Ru,60.71,1.642809,1870.2,6,1,0,1,0,0,0,0,1,0,0,0,0,8
HOJVEH.Ru.xyz,Ru,57.62,1.607537,1934,6,1,0,1,1,0,0,0,1,0,0,0,0,8
HOJVOT.Fe.xyz,Fe,51.65,1.526221,1741.9,6,1,0,1,1,0,0,0,1,0,1,0,35,8
HOKLOL.Co.xyz,Co,52.3,1.490123,1863.5,5,1,0,1,0,0,0,0,1,0,0,0,0,9
HOKYEL.Ir.xyz,Ir,67.66,1.595781,2127.1,10,2,1,0,0,0,0,0,1,0,0,0,0,9
HOMHEW.Rh.xyz,Rh,58.36,1.609582,1875.6,5,1,0,1,0,0,0,0,1,0,0,0,6,9
HOMHIA.Rh.xyz,Rh,61.06,1.607062,1884.3,5,1,0,1,0,0,0,0,1,0,0,0,6,9
HOMJEY.Ti.xyz,Ti,36.7,1.657393,1677.6,13,1,0,1,1,0,0,0,0,0,0,0,0,4
HOMKAV.Os.xyz,Os,71.22,1.677093,1983.2,7,5,0,0,0,0,0,0,1,0,0,-1,0,8
HOMKEZ.Os.xyz,Os,65.89,1.636126,1992.1,5,3,0,0,0,0,0,0,1,0,0,-1,0,8
HOMKOJ.Ir.xyz,Ir,72.62,1.680289,1573.3,6,4,0,0,0,0,0,0,1,0,0,-1,1,9
HONVEO.Cr.xyz,Cr,29.64,1.612283,1765.6,9,1,0,1,1,0,0,1,1,0,0,0,0,6
HONYAL.Ir.xyz,Ir,75.19,1.586239,2137,6,2,0,0,1,0,0,0,1,0,0,1,7,9
HOPCUN.Ru.xyz,Ru,54.94,1.611326,1945.6,6,1,0,1,0,0,0,0,1,0,1,0,15,8
HOSCCP10.Os.xyz,Os,53.5,1.629265,2022,6,1,0,1,0,1,0,0,0,0,0,0,0,8
HOSETP.Os.xyz,Os,65.79,1.668307,1928.6,5,1,0,1,0,0,0,0,0,0,0,0,6,8
HOSFOL.Mo.xyz,Mo,48.99,1.728144,1681,6,1,0,1,0,0,0,0,1,1,0,0,0,6
HOSGEB.Ta.xyz,Ta,67.17,1.776336,1727.1,12,1,0,1,0,0,0,0,0,1,0,0,0,5
HOSGEC.Ru.xyz,Ru,63.4,1.572605,2125.6,9,2,1,1,0,0,0,0,1,0,0,0,0,8
HOSGIG.Ru.xyz,Ru,65.6,1.578619,2071.3,9,2,1,1,0,0,0,0,1,0,0,0,0,8
HOTBEX.Os.xyz,Os,59.96,1.610802,2141.7,9,1,0,1,0,0,0,0,1,0,0,1,0,8
HOTCAU.V.xyz,V,42.76,1.678609,1587.8,7,2,0,1,1,0,0,0,0,0,0,0,0,5
HOTWOD.Pt.xyz,Pt,66.22,1.600001,2157,4,1,0,1,0,0,0,0,1,0,0,0,0,10
HOVWUL.Mo.xyz,Mo,56.83,1.719282,1754.8,6,1,0,0,1,0,0,0,1,0,1,0,0,6
HOWDIH.Re.xyz,Re,62.41,1.747138,1757.9,6,1,0,1,0,0,0,0,1,0,0,0,6,7
HOXLRH.Rh.xyz,Rh,56.86,1.567027,2049.2,5,1,0,0,0,0,0,0,1,0,0,0,15,9
HOYCUT.Pt.xyz,Pt,58.63,1.572421,2202.9,5,1,0,1,0,0,0,0,1,0,0,0,15,10
HOZDIJ.Ta.xyz,Ta,52.98,1.745542,1845.8,7,1,0,1,0,1,0,0,1,0,1,0,0,5
HOZLAK.Ta.xyz,Ta,58.75,1.784333,1690.1,7,1,0,0,0,1,0,0,1,0,0,0,0,5
HPAMCO10.Co.xyz,Co,48.74,1.488828,1812.4,5,1,0,0,1,0,0,0,1,0,0,0,7,9
HPEPCO.Co.xyz,Co,57.57,1.508108,1797.4,5,1,0,0,0,0,0,0,1,0,0,0,15,9
HPHEPW.W.xyz,W,63.51,1.735922,1840.4,8,4,0,0,0,0,0,0,1,0,0,0,0,6
HPHEPW01.W.xyz,W,61.95,1.73762,1848.3,8,4,0,0,0,0,0,0,1,0,0,0,0,6
HPHPCO10.Co.xyz,Co,56.01,1.509109,1795.1,5,1,0,0,0,0,0,0,1,0,0,0,15,9
HPHXIR.Ir.xyz,Ir,66.1,1.530794,2364.8,6,1,0,1,0,0,0,0,1,0,1,1,0,9
HPPERU01.Ru.xyz,Ru,65.13,1.626733,1900.4,6,2,0,0,0,0,0,0,1,0,0,0,0,8
HPRHCB.Rh.xyz,Rh,53.82,1.55342,2059.8,8,1,1,1,0,0,0,0,1,0,0,0,0,9
HPSCIR.Ir.xyz,Ir,68.74,1.569532,2239.4,5,1,0,0,0,0,0,0,1,1,1,0,0,9
HPTDTT10.Pt.xyz,Pt,66.45,1.577241,2126.7,4,1,0,0,1,0,0,0,1,0,0,0,7,10
HPTFAC.Pt.xyz,Pt,61.71,1.587979,2096.3,4,1,0,0,0,0,0,0,1,0,0,1,15,10
HPZPOS.Os.xyz,Os,71.21,1.652695,1940.2,5,1,0,1,1,0,0,0,1,0,0,0,0,8
HREMPP10.Re.xyz,Re,59.07,1.637725,2047.1,7,5,0,0,0,0,0,0,1,0,0,0,0,7
HSIPPT.Pt.xyz,Pt,65.14,1.651339,1816,4,1,0,0,0,0,0,1,1,0,0,0,14,10
HTBPNI.Ni.xyz,Ni,42.44,1.456805,1717.4,6,3,1,0,0,0,0,0,1,0,0,0,0,10
HTEPOS.Os.xyz,Os,64.13,1.679193,1894.2,6,1,0,1,0,0,0,0,1,0,0,0,6,8
HTPIRB.Ir.xyz,Ir,67.55,1.604571,2098.5,6,3,0,0,0,0,0,0,1,0,0,0,0,9
HTPRHS.Rh.xyz,Rh,59.77,1.596679,1895.5,4,1,0,0,0,0,0,0,1,0,0,0,0,9
HTSIXI10.Ir.xyz,Ir,72.6,1.643222,1925.9,6,1,0,1,0,0,0,1,1,0,0,0,0,9
HUBFOZ.Os.xyz,Os,61.12,1.594107,2205,8,1,0,1,0,1,0,0,1,0,0,1,0,8
HUBHER.Rh.xyz,Rh,61.99,1.541878,2123.7,6,1,0,1,0,1,0,0,1,0,0,1,8,9
HUBHIV.Ir.xyz,Ir,70.83,1.576878,2201.9,8,1,0,1,0,1,0,0,1,0,0,1,0,9
HUBWUW.Re.xyz,Re,68.2,1.744922,1778.4,5,1,0,1,0,0,0,0,0,0,0,0,0,7
HUCFAM.Ru.xyz,Ru,61.15,1.613795,1967.8,6,1,0,0,0,0,0,0,1,0,0,1,15,8
HUCFEQ.Ru.xyz,Ru,62.78,1.62277,1915.2,6,1,0,0,0,0,0,0,1,0,0,1,15,8
HUCKUL.Ir.xyz,Ir,72.09,1.580531,2192.7,6,2,0,1,1,0,0,0,1,0,0,1,7,9
HUCLAS.Ir.xyz,Ir,75.31,1.599662,2108.2,6,1,0,1,1,1,0,0,1,0,0,1,7,9
HUCQOO.Ir.xyz,Ir,71.94,1.58707,2138.4,8,2,0,1,0,0,0,0,1,0,0,0,0,9
HUFFEV.Ir.xyz,Ir,72.4,1.580597,2173.2,6,1,0,1,1,0,0,0,1,1,0,0,16,9
HUFFOF.Ir.xyz,Ir,74.92,1.587538,2123.4,6,2,0,0,1,0,0,0,1,1,0,0,16,9
HUFFUL.Ir.xyz,Ir,71.74,1.573351,2199.6,6,2,0,0,1,0,0,0,1,1,0,0,16,9
HUFKAW.Pt.xyz,Pt,81.46,1.605303,2002.9,4,1,0,1,1,0,0,0,0,0,0,0,7,10
HUHXUF.Ir.xyz,Ir,67.44,1.604125,2094.9,6,2,0,1,0,0,0,0,1,0,0,1,6,9
HUJGEY.Os.xyz,Os,60.66,1.726512,1723.6,6,1,1,1,1,0,0,0,1,0,0,0,0,8
HUJZAN.Ir.xyz,Ir,71.99,1.569491,2260.9,6,1,0,1,1,0,0,0,1,0,0,1,0,9
HUJZER.Ir.xyz,Ir,70.96,1.565682,2262,6,1,0,1,1,0,0,0,1,0,0,1,0,9
HUKFOK.Mo.xyz,Mo,50.11,1.65918,1942.1,10,1,0,1,0,0,0,0,1,0,0,0,0,6
HULMUY.Re.xyz,Re,65.62,1.757295,1721,6,1,0,1,0,0,0,0,1,0,0,0,6,7
HUMBEY.Ru.xyz,Ru,61.5,1.594195,1998.5,9,1,0,1,0,0,0,1,1,0,1,0,0,8
HUMNEL.Ni.xyz,Ni,58.41,1.520137,1709.7,5,1,0,0,0,0,0,1,1,1,0,0,14,10
HUMNIP.Ni.xyz,Ni,56.86,1.522405,1701.6,5,1,0,0,0,0,0,1,1,1,0,0,14,10
HUNGUS.Ir.xyz,Ir,70.07,1.61944,2066,7,3,0,0,0,0,0,1,1,0,0,0,15,9
HUNHAZ.Ir.xyz,Ir,66.8,1.613628,2056.5,6,2,0,0,0,0,0,1,1,0,0,0,15,9
HUNHED.Ir.xyz,Ir,66.94,1.616437,2049.1,5,1,0,0,0,0,0,1,1,0,0,0,15,9
HUNHIH.Ir.xyz,Ir,70.5,1.611216,2079.1,6,2,0,0,0,0,0,1,1,0,0,0,15,9
HUNRAL.Fe.xyz,Fe,52.46,1.502461,1941.9,9,2,0,1,0,0,0,1,1,0,0,0,0,8
HUNREP.Fe.xyz,Fe,50.58,1.502839,1860.9,8,1,0,1,1,0,0,0,1,0,0,0,0,8
HUPMIP.Ru.xyz,Ru,63.04,1.589593,1996.2,6,1,0,1,0,0,0,0,1,1,0,0,0,8
HUPXIZ.Nb.xyz,Nb,57.43,1.747489,1723.5,13,1,0,1,0,0,0,0,0,0,0,0,0,5
HUPXOF.Ta.xyz,Ta,62.54,1.756859,1779.4,13,1,0,1,0,0,0,0,0,0,0,0,0,5
HUPYAS.Nb.xyz,Nb,57.33,1.742724,1746.3,13,1,0,1,0,0,0,0,0,0,0,0,0,5
HUSGOR.Ir.xyz,Ir,74.85,1.592083,2135.5,6,1,0,1,1,0,0,0,0,0,0,0,7,9
HUSJAG.Ta.xyz,Ta,57.43,1.817446,1642.5,9,1,0,1,1,0,0,1,1,0,0,0,0,5
HUSLAJ.Pd.xyz,Pd,63.64,1.568475,1914.2,4,1,0,0,1,0,0,0,1,0,0,0,7,10
HUWNEV.Cr.xyz,Cr,52,1.650145,1635.9,6,1,0,1,0,0,0,0,1,0,0,0,0,6
HUYROK.Ir.xyz,Ir,74.69,1.582873,2183.6,6,2,0,0,1,0,0,0,1,0,0,1,7,9
HUYWIJ.Ir.xyz,Ir,73.84,1.578083,2201.2,6,2,0,0,1,0,0,0,1,0,0,1,7,9
HUYWOP.Ir.xyz,Ir,72.3,1.575374,2214.1,6,2,0,0,1,0,0,0,1,0,0,1,7,9
HUYXAC.Ir.xyz,Ir,72.66,1.577116,2213.9,6,2,0,0,1,0,0,0,1,0,0,1,7,9
HUYXEG.Ir.xyz,Ir,75.61,1.587917,2154.8,6,2,0,0,1,0,0,0,1,0,0,0,7,9
IBAXUH.Os.xyz,Os,62.86,1.608446,2133.6,6,1,0,1,0,0,0,0,1,0,1,0,0,8
IBAYAO.Os.xyz,Os,64.9,1.607823,2142.6,6,1,0,1,0,0,0,0,1,0,1,0,17,8
IBAZOC.Ir.xyz,Ir,67.44,1.595255,2086.6,8,1,0,1,0,0,0,0,1,0,0,0,0,9
IBENUA.Ir.xyz,Ir,75.73,1.669915,1839.1,4,1,0,1,0,0,0,0,1,0,0,0,6,9
IBEPIQ.Ir.xyz,Ir,67.7,1.532354,2367.7,5,1,0,1,0,0,0,0,1,0,1,1,0,9
