ID,Metal,BDE,M-H,VMH,CoordNum,H,B,C,N,O,F,Si,P,S,Cl,Charge,LTrans,GrpNum
PEPWUC.Os.xyz,Os,70.23,1.593001,2188.3,6,1,0,1,0,1,0,0,1,0,1,0,0,8
PEQXUG.Ni.xyz,Ni,49.45,1.46601,1912.3,4,1,0,0,1,0,0,0,1,0,0,0,7,10
PERCUK.Rh.xyz,Rh,56.44,1.55392,2085.5,6,1,0,0,0,0,0,0,1,1,0,0,15,9
PERJOL.Os.xyz,Os,54.51,1.655681,1956.3,6,2,0,0,0,0,0,0,1,0,0,1,0,8
PESBAQ.W.xyz,W,60.48,1.733259,1803.7,9,1,0,1,0,0,0,0,1,0,0,0,0,6
PESFIC.Ir.xyz,Ir,58.64,1.559897,2296.7,7,3,0,0,0,0,0,0,1,0,1,0,0,9
PESFOI.Ir.xyz,Ir,66.63,1.53405,2353.7,5,2,0,0,0,0,0,0,1,0,1,0,0,9
PESGEZ.Os.xyz,Os,65.01,1.608923,2195.4,9,2,0,1,0,0,0,0,1,0,0,1,0,8
PESWUF.Pt.xyz,Pt,61.97,1.616942,1992.4,4,1,0,0,0,0,0,1,1,0,0,1,14,10
PESYAN.Ir.xyz,Ir,63.29,1.616164,2036.3,7,1,0,1,1,0,0,0,0,0,0,0,0,9
PESYER.Ir.xyz,Ir,67.42,1.576907,2187.2,8,1,0,1,0,0,0,0,1,0,0,0,0,9
PESYER10.Ir.xyz,Ir,67.42,1.576907,2187.2,8,1,0,1,0,0,0,0,1,0,0,0,0,9
PEWBIE.Ir.xyz,Ir,70.52,1.628958,2084.5,5,1,0,1,0,0,0,0,1,0,0,0,6,9
PEWBOK.Rh.xyz,Rh,60.79,1.590852,1934.7,5,1,0,1,0,0,0,0,1,0,0,0,15,9
PEWLUY.Ir.xyz,Ir,66.92,1.628928,1581.1,6,1,1,1,0,0,0,0,1,0,1,0,6,9
PEWWAR.Ru.xyz,Ru,69.03,1.618474,1838,7,2,0,0,1,1,0,0,1,1,0,0,0,8
PEWWEV.Ru.xyz,Ru,68.72,1.602068,1736.7,6,2,0,0,1,0,0,0,1,1,0,0,7,8
PEWWOF.Ru.xyz,Ru,68.2,1.60172,1919.3,6,1,0,1,1,0,0,0,0,1,1,0,0,8
PEYDUS.Ru.xyz,Ru,65.15,1.597273,1971.2,8,1,0,1,0,0,0,0,1,0,0,0,0,8
PEYDUS01.Ru.xyz,Ru,65.14,1.597275,1971.1,8,1,0,1,0,0,0,0,1,0,0,0,0,8
PEZDII.Os.xyz,Os,67.48,1.6337,2061.9,6,1,0,1,1,0,0,0,1,0,0,1,0,8
PEZVEV.Ru.xyz,Ru,64.32,1.6026,2027.9,7,1,0,0,0,1,0,0,1,0,0,1,0,8
PEZVEV10.Ru.xyz,Ru,64.32,1.602595,2028,7,1,0,0,0,1,0,0,1,0,0,1,0,8
PFPRHB.Rh.xyz,Rh,55.08,1.576227,2038.8,5,1,0,0,0,0,0,0,1,0,0,0,15,9
PHRLCU.Ag.xyz,Ag,62.73,1.635394,1694.3,3,1,0,0,1,0,0,0,0,0,0,0,0,11
PHRLCU.Cu.xyz,Cu,68.28,1.515323,1724.3,3,1,0,0,1,0,0,0,0,0,0,0,0,11
PHSNFE.Fe.xyz,Fe,51.41,1.521373,1857,6,1,0,0,1,0,0,0,1,0,0,1,7,8
PIBBAF.Mn.xyz,Mn,59.51,1.596034,1683.1,6,1,0,1,0,0,0,0,1,0,0,0,6,7
PIBGAJ.Mo.xyz,Mo,53.73,1.711763,1777.2,9,1,0,1,0,0,0,0,0,0,0,0,0,6
PIBGEN.W.xyz,W,57.61,1.733414,1813.1,9,1,0,1,0,0,0,0,0,0,0,0,0,6
PIBKET.Ru.xyz,Ru,54.56,1.599247,1957,9,1,0,1,0,0,0,0,1,1,0,0,0,8
PICJER.Ru.xyz,Ru,60.21,1.575401,2058.7,10,1,0,1,0,0,0,0,1,0,0,1,0,8
PICPAT.Ru.xyz,Ru,64.38,1.650894,1694,8,2,0,1,0,0,0,0,1,0,0,0,0,8
PICVON.Ir.xyz,Ir,73.42,1.59331,2132.4,6,1,0,1,1,0,0,0,0,0,0,0,7,9
PICZUX.Pt.xyz,Pt,68.73,1.600361,2046.2,4,1,0,0,0,0,0,1,1,0,0,0,15,10
PIFNEZ.Ir.xyz,Ir,73.13,1.551768,2321.1,6,1,0,0,1,1,0,0,1,0,0,2,8,9
PIFNID.Ir.xyz,Ir,42.56,1.660445,2108.4,5,1,0,0,1,0,0,0,1,0,0,0,0,9
PIFNOJ.Ir.xyz,Ir,73.53,1.5479,2331.3,6,1,0,0,1,1,0,0,1,0,0,2,8,9
PIFNUN.Re.xyz,Re,58.76,1.655923,2023.6,9,4,0,1,1,1,0,0,1,0,0,0,0,7
PIFNUP.Ir.xyz,Ir,73.65,1.546848,2335.6,6,1,0,0,1,1,0,0,1,0,0,2,8,9
PIGGET.Ir.xyz,Ir,65.03,1.567843,2260.6,6,1,0,0,1,0,0,0,1,0,1,1,0,9
PIGGUJ.Ir.xyz,Ir,72.51,1.568495,2223.3,6,1,0,0,1,0,0,0,1,0,1,1,17,9
PIGHAQ.Ir.xyz,Ir,70.69,1.569999,2223.6,6,1,0,0,1,0,0,0,1,0,1,1,17,9
PIGHIY.Ir.xyz,Ir,72.17,1.577918,2183.2,6,1,0,0,1,0,0,0,1,0,1,1,17,9
PIGHOE.Ir.xyz,Ir,63.38,1.564755,2244,7,1,0,1,1,0,0,0,1,0,1,0,17,9
PIGJAS.Ru.xyz,Ru,62.35,1.585573,2023.6,10,1,0,1,0,0,0,0,1,0,0,1,0,8
PIGJEW.Ru.xyz,Ru,65.95,1.581593,2051.4,9,1,1,1,0,0,0,0,1,0,0,1,0,8
PIGKAT.Ir.xyz,Ir,72.66,1.569617,2201.8,7,1,0,1,1,1,0,0,0,0,0,0,0,9
PIGTIK.Os.xyz,Os,52.06,1.614698,1970,6,2,0,1,0,0,0,0,1,1,0,1,0,8
PIGWUZ.Zn.xyz,Zn,64.5,1.57644,1708.2,5,1,0,1,0,0,0,0,0,0,0,0,0,12
PIHDAL.Ru.xyz,Ru,64.43,1.67928,1767,5,1,0,1,0,0,0,1,1,0,0,0,6,8
PIJPAB.Rh.xyz,Rh,63.35,1.622167,1778.4,4,1,0,0,1,0,0,0,1,0,0,0,15,9
PIKLOM.Ru.xyz,Ru,60.55,1.558115,2157.4,9,1,0,1,0,0,0,0,0,0,0,0,0,8
PIKMAZ.Ru.xyz,Ru,59.32,1.539303,2176,5,1,0,1,0,0,0,0,0,0,1,0,0,8
PIKMED.Ru.xyz,Ru,58.72,1.536915,2187.1,5,1,0,1,0,0,0,0,1,0,0,1,0,8
PIKMIH.Ru.xyz,Ru,64.05,1.559222,2106.7,6,1,0,1,0,1,0,0,1,0,1,0,8,8
PIKMON.Ru.xyz,Ru,63.96,1.558391,2105.6,6,1,0,1,0,1,0,0,1,0,1,0,8,8
PIKMUR.Rh.xyz,Rh,59.45,1.555226,2026.8,8,1,1,1,0,0,0,0,1,0,0,0,0,9
PIKMUT.Ru.xyz,Ru,62.03,1.552563,2117.4,5,1,0,1,0,0,0,0,1,0,1,0,0,8
PIKNAA.Ru.xyz,Ru,63.45,1.555067,2077,5,1,0,1,0,0,0,0,1,0,1,0,0,8
PIKNAY.Re.xyz,Re,46.21,1.645802,2072.2,8,3,1,0,0,0,0,0,1,0,0,0,0,7
PIKNII.Ru.xyz,Ru,62.8,1.54803,2149.5,5,1,0,1,0,0,0,0,1,0,1,0,0,8
PIKNUU.Ru.xyz,Ru,62.06,1.554156,2088,5,1,0,1,0,0,0,0,1,0,1,0,0,8
PIKSOT.Fe.xyz,Fe,57.84,1.497971,1988.2,10,2,0,1,0,0,0,1,0,0,0,0,0,8
PIKVEM.Ru.xyz,Ru,60.78,1.602963,1992.9,6,1,0,0,1,0,0,0,1,0,0,0,7,8
PINCIZ.Os.xyz,Os,74.74,1.639798,2007.6,6,1,0,0,1,0,0,0,1,0,1,0,7,8
PIPWAP.Ir.xyz,Ir,68.98,1.558535,2266.2,6,1,0,1,0,1,0,0,1,0,1,0,0,9
PIPWET.Ir.xyz,Ir,68.87,1.535064,2352.3,5,1,0,1,0,1,0,0,1,0,0,1,0,9
PIQJOR.Rh.xyz,Rh,57.42,1.499471,2259.1,5,1,0,1,0,0,0,0,1,0,1,1,0,9
PIRHON.Ir.xyz,Ir,76.59,1.621129,2015.3,7,1,0,1,1,1,0,0,1,0,0,1,7,9
PITDAX.Mn.xyz,Mn,57.92,1.674261,1582.8,9,1,0,1,0,0,0,1,1,0,0,1,0,7
PITGEE.Pt.xyz,Pt,67.82,1.604308,2026.9,4,1,0,1,0,0,0,0,1,0,0,1,15,10
PIVPAN.Ir.xyz,Ir,74.23,1.563673,2274.8,6,2,0,1,1,0,0,0,1,0,0,1,7,9
PIVPER.Ir.xyz,Ir,73.81,1.562083,2278.1,6,1,0,1,1,0,0,0,1,0,0,1,7,9
PIWPOD.Cd.xyz,Cd,63.36,1.688886,1680.1,3,1,0,0,1,0,0,0,0,0,0,0,0,12
PIWPOD.Zn.xyz,Zn,73.24,1.563346,1755.2,4,1,0,0,1,0,0,0,1,0,0,0,0,12
PIWPUJ.Cd.xyz,Cd,65.42,1.698311,1650,3,1,0,0,1,0,0,0,0,0,0,0,0,12
PIWPUJ.Zn.xyz,Zn,74.11,1.57512,1714.8,4,1,0,0,1,0,0,0,1,0,0,0,0,12
PIXLIS.Ir.xyz,Ir,61.38,1.603167,2103.5,6,1,0,1,0,0,0,0,1,0,1,0,15,9
PIXMEQ.Fe.xyz,Fe,50.75,1.519174,1787.6,7,2,1,1,1,0,0,0,1,0,0,0,1,8
PIXMEQ02.Fe.xyz,Fe,50.74,1.519171,1787.6,7,2,1,1,1,0,0,0,1,0,0,0,1,8
PIXRIA.Ir.xyz,Ir,67.32,1.62369,2012.6,6,1,0,1,0,0,0,0,1,0,1,0,6,9
PIYMOB.Ru.xyz,Ru,57.47,1.636264,1878,6,1,1,1,0,0,0,0,1,0,0,0,6,8
PIYNAO.Ru.xyz,Ru,56.58,1.624821,1912.3,7,1,1,1,0,1,0,0,1,0,0,0,6,8
PIYTAS.Ir.xyz,Ir,71.81,1.625728,1977.5,7,1,0,1,0,0,0,0,1,0,0,0,15,9
PIZGOV.Mo.xyz,Mo,61.95,1.78303,1575.6,7,1,0,1,1,0,0,0,1,0,0,0,0,6
PIZGUB.Mo.xyz,Mo,61.92,1.784937,1571,7,1,0,1,1,0,0,0,1,0,0,0,0,6
PIZHIQ.Mo.xyz,Mo,62.29,1.7839,1575.2,7,1,0,1,1,0,0,0,1,0,0,0,0,6
PIZJIR.Ir.xyz,Ir,75.74,1.563273,2234.3,7,1,0,1,1,1,0,0,1,0,0,1,0,9
PMPMOH20.Mo.xyz,Mo,59.4,1.720171,1760.4,8,4,0,0,0,0,0,0,1,0,0,0,0,6
PMPRUH.Ru.xyz,Ru,58.36,1.607679,1949.5,6,1,0,0,0,0,0,0,1,0,0,1,15,8
POBLOH.Fe.xyz,Fe,54.8,1.50014,1960.1,10,2,0,1,0,0,0,1,0,0,0,0,0,8
POBMUP.Ir.xyz,Ir,66.8,1.5342,2360.4,5,2,0,1,0,0,0,0,1,0,0,1,0,9
PODSEI.Fe.xyz,Fe,47.87,1.511054,1899.5,6,1,0,1,1,0,0,0,1,0,0,1,6,8
PODYOY.Pt.xyz,Pt,65.74,1.517274,2354.8,3,1,0,1,0,0,0,0,0,0,0,1,0,10
POFCAO.Ru.xyz,Ru,63.72,1.591137,1989.2,5,1,0,1,0,0,0,0,1,0,0,0,6,8
POFWIT.Os.xyz,Os,68.26,1.67075,1914.7,6,1,0,1,0,0,0,0,1,0,1,0,6,8
POFWOZ.Os.xyz,Os,62.37,1.646297,1998.1,6,1,0,1,0,0,0,0,1,0,1,0,15,8
POFWUF.Os.xyz,Os,60.88,1.629185,2062,6,1,0,1,0,0,0,0,1,0,1,0,15,8
POFXOZ.Zr.xyz,Zr,55.59,1.837884,1578.9,14,1,0,1,1,1,0,0,0,0,0,0,0,4
POGBUL.Os.xyz,Os,61.9,1.641042,2022,6,1,0,1,0,0,0,0,1,0,1,0,15,8
POHZAO.Ru.xyz,Ru,63.47,1.594473,1956,6,1,0,1,1,0,0,0,1,1,0,0,0,8
POHZUH.Ir.xyz,Ir,68.67,1.582034,2177.4,6,2,0,0,0,0,0,0,1,1,0,1,16,9
POIRID.Ir.xyz,Ir,72.35,1.622689,2027.4,6,1,0,1,0,0,0,0,1,0,0,0,15,9
POJMAF.Rh.xyz,Rh,63.51,1.587576,1976.5,5,1,0,0,1,0,0,1,0,0,0,1,0,9
POJMEJ.Rh.xyz,Rh,69.39,1.59418,1927,5,1,0,0,1,0,0,1,0,0,0,0,7,9
POJYOC.Pt.xyz,Pt,61.53,1.602712,2036.7,4,1,0,0,0,0,0,1,1,0,0,0,0,10
POJYUI.Pt.xyz,Pt,63.32,1.604136,2033.9,4,1,0,0,0,0,0,1,1,0,0,0,0,10
POLFEB.Ir.xyz,Ir,74.72,1.630922,2096.6,7,1,0,1,1,0,0,0,1,1,0,1,0,9
POLTIW.Ru.xyz,Ru,58.5,1.632296,1904.9,6,1,0,1,0,0,0,0,1,0,0,1,6,8
POLVEU.Ru.xyz,Ru,58.97,1.628708,1907.1,6,1,0,1,0,0,0,0,1,0,0,0,6,8
POLZIZ.Ir.xyz,Ir,67.48,1.584328,2151.8,6,2,0,0,0,0,0,0,1,1,0,0,16,9
POLZOF.Ir.xyz,Ir,68.03,1.569231,2226.3,8,1,1,0,0,0,0,0,1,1,0,0,0,9
POLZUL.Rh.xyz,Rh,56.66,1.552861,2041.6,7,1,1,0,0,0,0,0,1,1,0,0,16,9
POSQEW.Ru.xyz,Ru,65.71,1.59202,1997.2,6,1,0,1,1,1,0,0,1,0,0,0,0,8
POSWOJ.Fe.xyz,Fe,55.43,1.543038,1774.8,7,3,0,0,0,0,0,1,1,0,0,0,15,8
POTKUF.Ir.xyz,Ir,64.24,1.596112,2150.3,6,1,0,0,0,0,0,1,1,0,1,0,15,9
POYTUV.Ir.xyz,Ir,77.37,1.63912,1960.4,6,1,0,1,1,0,0,0,1,0,0,0,7,9
POYVAD.Ir.xyz,Ir,73.62,1.589913,2147.2,6,2,0,0,1,0,0,0,1,0,0,0,7,9
POYVEH.Ir.xyz,Ir,76.43,1.589875,2138.8,6,1,0,1,1,0,0,0,1,0,1,0,7,9
POZHIW.Ru.xyz,Ru,67.83,1.595205,1991.5,6,1,0,1,1,0,0,0,1,0,1,0,0,8
PPCAIR10.Ir.xyz,Ir,65.81,1.616592,2038.7,5,1,0,1,0,0,0,0,1,0,0,0,15,9
PPEHCO.Co.xyz,Co,51.09,1.491963,1810.1,5,1,0,0,1,0,0,0,1,0,0,0,7,9
PPHCHN10.Co.xyz,Co,44.02,1.457089,2068.1,5,1,0,0,1,0,0,0,1,0,0,0,7,9
PPHCHN11.Co.xyz,Co,45.08,1.472099,1980.4,5,1,0,0,1,0,0,0,1,0,0,0,7,9
PSICRE.Re.xyz,Re,66.6,1.678521,1972.1,9,1,0,1,0,0,0,1,0,0,0,0,0,7
PTCLPE.Pt.xyz,Pt,73.8,1.566382,2157.4,4,1,0,0,0,0,0,0,1,0,1,0,17,10
PTPIRH.Ir.xyz,Ir,69.11,1.598706,2087.6,6,1,0,1,0,0,0,0,1,0,0,0,0,9
PUBQAH.Ru.xyz,Ru,64.56,1.603718,1963.7,6,1,0,1,1,0,0,0,1,0,0,1,0,8
PUBQEL.Ru.xyz,Ru,65.48,1.609388,1933.2,6,1,0,1,1,0,0,0,1,0,0,0,0,8
PUBSAG.Mo.xyz,Mo,58.6,1.685725,1840.1,12,1,0,1,0,0,0,1,0,0,0,0,0,6
PUBSEK.Mo.xyz,Mo,58.63,1.669474,1913,12,1,0,1,0,0,0,1,0,0,0,0,0,6
PUBSIO.Mo.xyz,Mo,59.8,1.680905,1868.8,12,1,0,1,0,0,0,1,0,0,0,0,0,6
PUCDID.Os.xyz,Os,59.67,1.706547,1865.1,6,2,0,1,1,0,0,0,1,0,0,0,1,8
PUCYAP.Ru.xyz,Ru,66.38,1.594979,1934.4,6,1,0,1,1,0,0,0,1,0,1,0,0,8
PUCYET.Ru.xyz,Ru,59.77,1.588416,1942.9,5,1,0,1,1,0,0,0,1,0,0,-1,0,8
PUCYOD.Ru.xyz,Ru,65.88,1.593059,1953.9,6,1,0,1,1,0,0,0,1,0,1,0,0,8
PUCYUK.Ir.xyz,Ir,70.57,1.582345,2175,6,1,0,0,1,0,0,0,1,0,1,0,7,9
PUCZAQ.Ru.xyz,Ru,66,1.592954,1950.7,6,1,0,1,1,0,0,0,1,0,1,0,0,8
PUDDAV.Ni.xyz,Ni,57.34,1.517411,1705.9,5,1,0,0,0,0,0,1,1,0,0,0,14,10
PUDJUU.Rh.xyz,Rh,62.21,1.536643,2138.2,6,2,0,0,1,0,0,0,1,0,0,1,7,9
PUDKAB.Rh.xyz,Rh,61.72,1.535152,2131.9,6,2,0,0,1,0,0,0,1,0,0,1,7,9
PUDPOU.Ru.xyz,Ru,69.32,1.682314,1651.8,6,1,0,1,0,0,0,0,1,0,0,0,6,8
PUDPUA.Ru.xyz,Ru,71.13,1.614526,1872.6,6,1,0,0,0,1,0,0,1,0,0,0,8,8
PUGVUI.Ir.xyz,Ir,65.91,1.598344,2134.6,5,1,0,1,0,0,0,0,1,0,0,1,15,9
PUJLUD.W.xyz,W,61.15,1.701757,1897.2,8,1,0,1,1,0,0,0,1,0,0,0,0,6
PULMUF.Y.xyz,Y,70.47,2.038412,1289.7,5,1,0,1,1,1,0,0,0,0,0,0,0,3
PULNAM.Y.xyz,Y,70.72,2.021322,1318.3,5,1,0,1,1,1,0,0,0,0,0,0,0,3
PUMMEP.Ir.xyz,Ir,70.13,1.582482,2186,6,1,0,1,0,0,0,0,1,0,1,1,17,9
PUMMER.Ir.xyz,Ir,58.22,1.531352,2378.3,5,1,0,1,0,0,0,0,1,0,1,0,0,9
PUMMIV.Ir.xyz,Ir,62.84,1.53304,2367.8,5,1,0,1,0,0,0,0,1,0,1,0,0,9
PUMMOB.Ir.xyz,Ir,67.74,1.552708,2286.7,6,1,0,1,0,0,0,0,1,0,1,0,0,9
PUMNOA.Ru.xyz,Ru,65.46,1.589817,1968.4,6,1,0,0,1,0,0,0,1,0,0,1,0,8
PUNKOY.Rh.xyz,Rh,61.55,1.574458,1973.3,6,1,0,0,0,0,0,1,1,0,1,0,15,9
PUNKOZ.Ru.xyz,Ru,57.81,1.53748,2198.1,5,1,0,1,0,0,0,0,0,0,0,0,0,8
PUNKUE.Rh.xyz,Rh,66.51,1.556349,2040.1,6,1,0,0,0,0,0,1,1,0,1,0,17,9
PUNKUF.Ru.xyz,Ru,59.81,1.538442,2182.4,5,1,0,1,0,0,0,0,0,0,0,0,0,8
PUNLAL.Rh.xyz,Rh,64.33,1.581732,1978.8,6,2,0,0,0,0,0,1,1,0,0,0,15,9
PUNLEP.Rh.xyz,Rh,53.33,1.549249,2036.9,6,1,0,0,0,0,0,0,1,0,1,0,17,9
PUNLEQ.Ru.xyz,Ru,58.26,1.626171,1901.2,6,1,0,1,0,0,0,0,0,0,0,0,6,8
PUNTAV.Cd.xyz,Cd,64.62,1.697413,1662.3,4,1,0,0,1,0,0,0,0,0,0,0,0,12
PUNTAV.Zn.xyz,Zn,74.7,1.567319,1749.3,4,1,0,0,1,0,0,0,0,0,0,0,0,12
PUPCEI.Y.xyz,Y,68.91,2.014719,1280.2,12,1,0,1,0,1,0,0,0,0,0,0,0,3
PUPTUQ.Ru.xyz,Ru,59.77,1.57292,2047.3,6,1,0,1,0,0,0,0,1,1,0,0,6,8
PUPWIG.Pt.xyz,Pt,72.41,1.618794,1955.9,4,1,0,0,0,0,0,0,1,0,0,0,15,10
PUPYOQ.Ir.xyz,Ir,72,1.573562,2201.6,5,1,1,0,0,0,0,0,1,0,1,0,0,9
PUQQOJ.Rh.xyz,Rh,62.45,1.590544,1946.9,5,1,0,1,0,0,0,0,1,0,0,0,15,9
PUQQUP.Rh.xyz,Rh,58.74,1.584742,1967.1,5,1,0,1,0,0,0,0,1,0,0,0,6,9
PURDIP.Y.xyz,Y,68.73,2.005351,1326,11,1,0,1,0,0,0,0,0,0,0,0,0,3
PURJOC.Ru.xyz,Ru,64.2,1.593751,1963.4,6,1,0,0,1,0,0,0,1,0,0,0,7,8
PURJUI.Ru.xyz,Ru,66.12,1.602726,1928.2,6,2,0,0,1,0,0,0,1,0,0,0,7,8
PUTPAW.Pd.xyz,Pd,40.27,1.618186,1879.9,3,1,0,1,0,0,0,0,0,0,0,0,0,10
PUTPAW02.Pd.xyz,Pd,48.13,1.535297,2006,3,1,0,1,0,0,0,0,0,0,0,1,0,10
PUTPIE.Pd.xyz,Pd,49.67,1.535421,2004.8,3,1,0,1,0,0,0,0,0,0,0,1,0,10
PUTZUB.Ru.xyz,Ru,64.05,1.635582,1828.8,6,1,0,1,0,0,0,0,1,0,0,0,15,8
PUVBOZ.Ru.xyz,Ru,65.95,1.635681,1808,6,1,0,0,0,1,0,0,1,0,0,0,15,8
PUWDUG.Ir.xyz,Ir,74.28,1.614684,2236.7,7,1,1,1,0,0,0,0,0,0,0,0,0,9
PUWVUY.Os.xyz,Os,64.15,1.625476,2085.2,9,1,0,1,0,0,0,1,1,0,0,0,0,8
PUWWAF.Os.xyz,Os,61.09,1.610353,2144.4,9,1,0,1,0,0,0,0,1,0,0,0,0,8
PUWWEJ.Os.xyz,Os,66.32,1.59753,2201.9,10,1,0,1,0,0,0,0,1,0,0,0,0,8
PUWWOT.Y.xyz,Y,73.58,2.055863,1262,8,1,0,1,1,1,0,0,0,0,0,0,0,3
PUXCET.Nb.xyz,Nb,56.03,1.79288,1674.8,5,1,0,0,1,0,0,0,0,0,0,0,0,5
PUXCIX.Nb.xyz,Nb,54.58,1.77891,1711.6,5,1,0,0,1,0,0,0,0,0,0,0,0,5
PUXCOD.Nb.xyz,Nb,50.33,1.749552,1770.4,5,1,0,0,1,0,0,0,0,0,0,0,0,5
QACHEI.Ru.xyz,Ru,61.57,1.549326,2133.9,5,1,0,1,0,0,0,0,1,0,0,0,0,8
QACHIM.Ru.xyz,Ru,62.72,1.555706,2091.8,5,1,0,1,1,0,0,0,1,0,0,0,0,8
QACWUQ.Ir.xyz,Ir,72.58,1.57362,2227.4,6,1,0,1,1,0,0,0,1,0,0,1,0,9
QACXAX.Ir.xyz,Ir,71.4,1.57448,2199,6,1,0,1,1,0,0,0,0,0,0,0,7,9
QACXEB.Ir.xyz,Ir,70.51,1.576169,2194.3,6,1,0,1,1,0,0,0,0,0,0,1,7,9
QAFJEM.Fe.xyz,Fe,51.26,1.494144,1890.5,8,1,0,1,0,0,0,0,0,0,0,0,0,8
QAFJEO.Ir.xyz,Ir,59.5,1.577251,2173,5,1,0,0,0,0,0,0,1,0,0,0,0,9
QAFYUT.Rh.xyz,Rh,62.82,1.532112,2134.5,6,2,0,0,1,1,0,0,1,0,0,1,8,9
QAFZAA.Rh.xyz,Rh,58.39,1.553252,2060.4,6,1,0,1,0,1,0,0,1,1,0,1,16,9
QAFZEE.Rh.xyz,Rh,62.87,1.525958,2154.4,6,2,0,0,1,1,0,0,1,0,0,1,8,9
QAFZII.Rh.xyz,Rh,59.53,1.55696,2035.6,6,1,0,1,0,1,0,0,1,1,0,1,16,9
QAGJEO.Ir.xyz,Ir,70.98,1.604968,2097.8,6,1,0,1,0,0,0,0,0,0,0,2,6,9
QAGMUI.Hf.xyz,Hf,56.8,1.829934,1638,13,1,0,1,1,1,0,0,0,0,0,0,0,4
QAGNIX.Hf.xyz,Hf,67.72,1.849446,1602.4,13,2,0,1,1,0,0,0,0,0,0,0,0,4
QAGNOD.Hf.xyz,Hf,66.21,1.855101,1593,13,2,0,1,1,0,0,0,0,0,0,0,0,4
QAGNUJ.Zr.xyz,Zr,61.09,1.857642,1558.1,13,2,0,1,1,0,0,0,0,0,0,0,0,4
QAGPAR.Hf.xyz,Hf,60.58,1.818702,1704.7,12,1,0,1,0,1,0,0,0,0,0,0,0,4
QAHGAJ.Fe.xyz,Fe,54.69,1.540687,1782.1,7,2,0,1,0,0,0,0,1,0,0,1,15,8
QAHVIF.Ru.xyz,Ru,68.7,1.60983,1891.1,8,1,0,1,0,0,0,0,1,0,0,0,0,8
QAHWOL.Zr.xyz,Zr,55.4,1.819997,1603.8,16,1,0,1,0,0,0,0,0,0,0,0,0,4
QAJBUY.Ir.xyz,Ir,72.48,1.568315,2229.2,7,1,0,1,1,0,0,0,1,0,0,1,7,9
QAJNOF.Fe.xyz,Fe,45.33,1.499016,1980.9,7,3,0,0,0,0,0,0,1,0,0,0,0,8
QAJPAT.Fe.xyz,Fe,50.14,1.518808,1837,5,1,0,0,0,0,0,0,1,0,0,0,15,8
QAJPIB.Fe.xyz,Fe,50.9,1.522696,1821.6,5,1,0,0,0,0,0,0,1,0,0,0,15,8
QALRAZ.Mn.xyz,Mn,51.02,1.585605,1745,6,1,0,1,1,0,0,0,1,0,0,0,6,7
QALRAZ.Tc.xyz,Tc,57.58,1.727874,1675,6,1,0,1,1,0,0,0,1,0,0,0,6,7
QANZUA.Ir.xyz,Ir,69.12,1.571053,2223.3,8,1,0,1,1,0,0,0,1,0,0,1,0,9
QAPRAB.Os.xyz,Os,70.68,1.623875,2068.5,8,1,0,1,0,0,0,0,1,0,0,1,0,8
QAQCAO.Rh.xyz,Rh,65.32,1.557852,2043.3,5,1,0,0,0,0,0,1,1,0,1,0,17,9
QAQMAX.Ru.xyz,Ru,64.69,1.582204,2005.7,6,1,0,0,1,0,0,0,1,0,1,0,0,8
QAQWOY.Ir.xyz,Ir,70.1,1.597434,2107.2,8,1,0,1,0,0,0,0,0,0,0,0,0,9
QARCOC.Ir.xyz,Ir,70.43,1.561114,2224.9,6,1,0,1,1,0,0,0,1,0,1,0,7,9
QARFEV.Ru.xyz,Ru,64.15,1.569664,2129.2,9,1,0,1,0,0,0,1,1,0,1,0,0,8
QASMUU.Ir.xyz,Ir,61.97,1.596064,2092.4,8,1,0,1,1,1,0,0,0,0,0,0,0,9
QASNAB.Ir.xyz,Ir,63.52,1.594687,2102.6,8,1,0,1,1,1,0,0,0,0,0,0,0,9
QASTAH.Ru.xyz,Ru,61.95,1.603673,1943.5,6,1,0,1,1,1,0,0,1,0,0,0,0,8
QASTEL.Ru.xyz,Ru,62.92,1.604575,1945.7,6,1,0,1,1,1,0,0,1,0,0,0,7,8
QATBUL.Os.xyz,Os,66.46,1.661883,1941,6,1,0,1,1,0,0,0,0,0,0,1,0,8
QATFIE.Ru.xyz,Ru,65.84,1.605466,1937.4,6,1,0,1,1,0,0,0,1,0,0,0,0,8
QATHOM.Ir.xyz,Ir,62.31,1.595315,2092.2,8,1,0,1,1,0,0,0,0,0,0,0,0,9
QATJOK.Os.xyz,Os,66.46,1.665512,1947.4,6,1,0,1,0,0,0,0,0,1,0,0,6,8
QATKEB.Os.xyz,Os,65.91,1.668628,2019.3,6,1,0,1,0,0,0,0,0,1,0,0,6,8
QAVDID.Ru.xyz,Ru,57.36,1.593804,1971,9,1,0,1,0,1,0,0,1,0,0,0,0,8
QAVDOJ.Ru.xyz,Ru,57.24,1.587214,1996.1,9,1,0,1,0,1,0,0,1,0,0,0,0,8
QAVVEO.Os.xyz,Os,58.35,1.594806,2186.1,7,2,0,0,1,1,0,0,1,0,1,0,0,8
QAWMOS.Mo.xyz,Mo,59.53,1.831789,1545.3,6,1,0,0,1,0,0,1,1,0,0,0,0,6
QAWYOF.Ru.xyz,Ru,66.6,1.603974,1933.9,6,1,0,1,1,0,0,0,1,0,0,0,0,8
