ID,Metal,Group,M-H,VMH1,VMH,BDE,Hydri-G,CoordNum,EN-M,EN-H,EN-B,EN-C,EN-N,EN-O,EN-F,EN-Si,EN-P,EN-S,EN-Cl,EA-M,EA-H,EA-B,EA-C,EA-N,EA-O,EA-F,EA-Si,EA-P,EA-S,EA-Cl,H,B,C,N,O,F,Si,P,S,Cl,Charge,LTrans,GrpNum,AN-M,AR-M,AW-M,AV-M,MR-M,DP-M,mc-chi2,mc-chi3
AHASEI.Rh.xyz,Rh,VIII ,1.55041,2268.5,2177.8,56.09,304.32,6,2.3,2.17,0,2.45,0,0,0,0,2.46,0,0,26.22,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,3,0,0,0,0,2,0,0,1,6,9,45,135,102.9,8.3,125,66,66.26,81.4
AHEVIV.Re.xyz,Re,VIIB ,1.669044,2026,1945,55.79,197.14,9,2.2,2.17,0,2.45,0,0,0,0,2.46,0,3.05,3.46,17.39,0,29.12,0,0,0,0,17.2,0,83.41,1,0,5,0,0,0,0,2,0,1,0,0,7,75,135,186.2,8.85,128,62,46.45,55.48
AHEVUH.Re.xyz,Re,VIIB ,1.649732,2147.2,2061.3,55.96,217.85,9,2.2,2.17,0,2.45,0,0,0,0,2.46,0,3.05,3.46,17.39,0,29.12,0,0,0,0,17.2,0,83.41,1,0,5,0,0,0,0,2,0,1,0,0,7,75,135,186.2,8.85,128,62,51.3,63.84
AHEWAO.Re.xyz,Re,VIIB ,1.638574,2210.1,2121.7,62.01,216.94,9,2.2,2.17,0,2.45,0,0,0,0,2.46,0,3.05,3.46,17.39,0,29.12,0,0,0,0,17.2,0,83.41,1,0,5,0,0,0,0,2,0,1,0,0,7,75,135,186.2,8.85,128,62,51.3,68.69
AHIGII.Ni.xyz,Ni,VIII ,1.456132,1998,1918.1,44.51,179.61,5,1.9,2.17,0,0,0,0,0,0,2.46,2.64,0,26.66,17.39,0,0,0,0,0,0,17.2,47.9,0,1,0,0,0,0,0,0,3,1,0,0,16,10,28,135,58.7,6.6,115,49,48.71,104.86
AHOBEH.Ir.xyz,Ir,VIII ,1.531031,2518.6,2417.9,64.44,217.41,7,2.2,2.17,0,2.45,0,0,0,0,0,0,3.05,36.09,17.39,0,29.12,0,0,0,0,0,0,83.41,2,0,4,0,0,0,0,0,0,1,0,0,9,77,135,192.2,8.54,127,54,63.71,88.22
AHUKEV.Fe.xyz,Fe,VIII ,1.523943,1846.2,1772.4,58.41,185.61,8,1.8,2.17,0,2.45,0,0,0,0,2.46,0,0,3.76,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,5,0,0,0,0,2,0,0,0,0,8,26,140,55.8,7.1,117,62,51.33,123.03
AHUKIZ.Fe.xyz,Fe,VIII ,1.500558,1978.5,1899.4,52.11,177.87,8,1.8,2.17,0,2.45,0,0,0,0,2.46,0,0,3.76,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,5,0,0,0,0,2,0,0,0,0,8,26,140,55.8,7.1,117,62,51.33,114.98
AHUKOF.Ir.xyz,Ir,VIII ,1.562898,2349.6,2255.6,66.22,196.64,8,2.2,2.17,0,2.45,0,0,0,0,0,0,0,36.09,17.39,0,29.12,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,9,77,135,192.2,8.54,127,54,43.38,72.16
AJAWOA.W.xyz,W,VIB ,1.742163,1922.5,1845.6,74.3,228.43,5,2.3,2.17,0,0,2.93,0,0,0,0,0,0,18.79,17.39,0,0,0.01,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,6,74,135,183.8,9.53,130,68,18.05,54.16
AJEZUK.Ir.xyz,Ir,VIII ,1.588444,2229.5,2140.3,74.67,230.09,6,2.2,2.17,0,2.45,0,0,0,0,2.46,0,3.05,36.09,17.39,0,29.12,0,0,0,0,17.2,0,83.41,1,0,2,0,0,0,0,2,0,1,0,17,9,77,135,192.2,8.54,127,54,60.02,72.16
AJIBAW.Ir.xyz,Ir,VIII ,1.605894,2142.8,2057.1,65.17,221.87,6,2.2,2.17,0,2.45,0,0,0,2.12,2.46,0,0,36.09,17.39,0,29.12,0,0,0,27.67,17.2,0,0,1,0,2,0,0,0,1,2,0,0,0,50,9,77,135,192.2,8.54,127,54,80.87,72.16
AJIBEA.Ir.xyz,Ir,VIII ,1.539287,2429.9,2332.7,69.49,288.39,5,2.2,2.17,0,2.45,0,0,0,0,2.46,0,0,36.09,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,2,0,0,0,0,2,0,0,1,0,9,77,135,192.2,8.54,127,54,60.02,72.16
AJIBIE.Ir.xyz,Ir,VIII ,1.582716,2279.2,2188,75.11,295.53,6,2.2,2.17,0,2.45,2.93,0,0,0,2.46,0,0,36.09,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,2,1,0,0,0,2,0,0,1,7,9,77,135,192.2,8.54,127,54,71.24,93.06
AJIBOK.Ir.xyz,Ir,VIII ,1.603968,2180.5,2093.3,67.18,273.87,6,2.2,2.17,0,2.45,0,0,0,0,2.46,0,0,36.09,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,2,0,0,0,0,3,0,0,1,15,9,77,135,192.2,8.54,127,54,76.85,105.82
AJUGIX.Fe.xyz,Fe,VIII ,1.498797,2070.2,1987.4,57.91,227.44,9,1.8,2.17,0,2.45,0,0,0,2.12,0,0,0,3.76,17.39,0,29.12,0,0,0,31.94,0,0,0,1,0,6,0,0,0,2,0,0,0,0,0,8,26,140,55.8,7.1,117,62,55.16,81.62
AJUGOD.Fe.xyz,Fe,VIII ,1.502674,2047.8,1965.9,56.65,231.58,9,1.8,2.17,0,2.45,0,0,0,2.13,0,0,0,3.76,17.39,0,29.12,0,0,0,31.53,0,0,0,1,0,6,0,0,0,2,0,0,0,0,0,8,26,140,55.8,7.1,117,62,55.16,89.03
AJUHAQ.Fe.xyz,Fe,VIII ,1.509509,2015.3,1934.7,55.4,231.42,9,1.8,2.17,0,2.45,0,0,0,2.12,0,0,0,3.76,17.39,0,29.12,0,0,0,29.8,0,0,0,1,0,6,0,0,0,2,0,0,0,0,0,8,26,140,55.8,7.1,117,62,55.16,78.87
AJUTIK.Ru.xyz,Ru,VIII ,1.602453,2072.5,1989.6,64.13,214.46,9,2.3,2.17,0,2.45,0,0,0,2.12,0,0,3.05,24.21,17.39,0,29.12,0,0,0,31.94,0,0,83.41,1,0,6,0,0,0,1,0,0,1,0,0,8,44,130,101.1,8.3,125,72,54.41,43.34
AJUTOQ.Ru.xyz,Ru,VIII ,1.607264,2066.5,1983.8,64.21,224.82,9,2.3,2.17,0,2.45,0,0,0,2.12,0,0,3.05,24.21,17.39,0,29.12,0,0,0,31.94,0,0,83.41,1,0,6,0,0,0,1,0,0,1,0,0,8,44,130,101.1,8.3,125,72,58.63,46.64
AJUVAE.Ru.xyz,Ru,VIII ,1.591682,2117.2,2032.5,55.84,219.35,9,2.3,2.17,0,2.45,0,0,0,2.12,0,0,3.05,24.21,17.39,0,29.12,0,0,0,31.94,0,0,83.41,1,0,5,0,0,0,2,0,0,1,0,0,8,44,130,101.1,8.3,125,72,67.45,9.68
AJUWIN.Ru.xyz,Ru,VIII ,1.60353,2008.1,1927.8,64.06,204.87,6,2.3,2.17,0,2.45,2.93,0,0,0,0,0,3.05,24.21,17.39,0,29.12,0.01,0,0,0,0,0,83.41,1,0,2,2,0,0,0,0,0,1,0,17,8,44,130,101.1,8.3,125,72,48.99,68.31
AJUWOT.Ru.xyz,Ru,VIII ,1.604792,1995.9,1916.1,64.6,207,6,2.3,2.17,0,2.45,2.93,0,0,0,0,0,3.05,24.21,17.39,0,29.12,0.01,0,0,0,0,0,83.41,1,0,2,2,0,0,0,0,0,1,0,17,8,44,130,101.1,8.3,125,72,48.99,66.77
AKASOW.Ni.xyz,Ni,VIII ,1.462447,2002.7,1922.6,42.14,250.36,5,1.9,2.17,0,0,0,0,0,0,2.46,0,0,26.66,17.39,0,0,0,0,0,0,17.2,0,0,1,0,0,0,0,0,0,4,0,0,1,0,10,28,135,58.7,6.6,115,49,58.45,120.33
AKIKAH.Ir.xyz,Ir,VIII ,1.570328,2306.6,2214.3,69.59,192.6,6,2.2,2.17,0,0,0,0,0,2.12,0,2.64,3.05,36.09,17.39,0,0,0,0,0,31.94,0,47.9,83.41,1,0,0,0,0,0,1,0,3,1,0,16,9,77,135,192.2,8.54,127,54,50.49,113.19
AKINOY.Ir.xyz,Ir,VIII ,1.592904,2199.5,2111.5,74.07,218.6,6,2.2,2.17,0,2.45,2.93,0,0,0,0,0,3.05,36.09,17.39,0,29.12,0.01,0,0,0,0,0,83.41,1,0,3,1,0,0,0,0,0,1,0,17,9,77,135,192.2,8.54,127,54,43.58,55.33
AKINUE.Ir.xyz,Ir,VIII ,1.588123,2213.9,2125.3,73.29,215.36,6,2.2,2.17,0,2.45,2.93,0,0,0,0,0,3.05,36.09,17.39,0,29.12,0.01,0,0,0,0,0,83.41,1,0,3,1,0,0,0,0,0,1,0,17,9,77,135,192.2,8.54,127,54,43.58,50.49
AKIPAM.Ir.xyz,Ir,VIII ,1.587,2220.6,2131.8,72.62,216.15,6,2.2,2.17,0,2.45,2.93,0,0,0,0,0,3.05,36.09,17.39,0,29.12,0.01,0,0,0,0,0,83.41,1,0,3,1,0,0,0,0,0,1,0,17,9,77,135,192.2,8.54,127,54,43.58,50.49
AKIVOF.Ir.xyz,Ir,VIII ,1.625431,2065,1982.4,67.47,200.07,6,2.2,2.17,0,2.45,0,0,0,0,2.46,0,3.05,36.09,17.39,0,29.12,0,0,0,0,17.2,0,83.41,1,0,2,0,0,0,0,2,0,1,0,6,9,77,135,192.2,8.54,127,54,46.84,77
AKOYIJ.Pt.xyz,Pt,VIII ,1.576537,2219,2130.2,60.33,198.94,4,2.3,2.17,0,0,0,0,0,0,2.3,0,0,49.07,17.39,0,0,0,0,0,0,20.93,0,0,1,0,0,0,0,0,0,3,0,0,0,0,10,78,135,195.1,9.1,130,48,49.36,98.84
AKOYOP.Pt.xyz,Pt,VIII ,1.59984,2230.6,2141.4,65.19,219.78,4,2.3,2.17,0,2.45,0,0,0,0,2.3,0,0,49.07,17.39,0,29.12,0,0,0,0,20.93,0,0,1,0,1,0,0,0,0,2,0,0,0,6,10,78,135,195.1,9.1,130,48,41.25,75.58
ALAGUQ.Os.xyz,Os,VIII ,1.654837,2078.3,1995.2,68.41,203.81,6,2.2,2.17,0,0,0,0,0,2.12,2.46,0,0,25.37,17.39,0,0,0,0,0,27.67,17.2,0,0,1,0,0,0,0,0,1,4,0,0,0,0,8,76,130,190.2,8.43,126,57,105.69,105.82
ALAHAX.Ir.xyz,Ir,VIII ,1.667617,1686.5,1619,65.8,178.96,6,2.2,2.17,0,2.45,2.93,0,0,0,2.46,0,0,36.09,17.39,0,29.12,0.01,0,0,0,17.2,0,0,2,0,1,1,0,0,0,2,0,0,0,1,9,77,135,192.2,8.54,127,54,60.17,111.08
ALECAV.Ru.xyz,Ru,VIII ,1.606694,1996.9,1917,69.94,202.21,8,2.3,2.17,0,2.45,0,0,0,0,2.46,0,0,24.21,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,5,0,0,0,0,2,0,0,0,0,8,44,130,101.1,8.3,125,72,53.02,59.4
ALECEZ.Ru.xyz,Ru,VIII ,1.606607,1978.5,1899.4,69.01,199.7,8,2.3,2.17,0,2.45,0,0,0,0,2.46,0,0,24.21,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,5,0,0,0,0,2,0,0,0,0,8,44,130,101.1,8.3,125,72,58.63,69.08
ALECID.Ru.xyz,Ru,VIII ,1.607971,1989.9,1910.3,69.75,198.14,8,2.3,2.17,0,2.45,0,0,0,0,2.46,0,0,24.21,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,5,0,0,0,0,2,0,0,0,0,8,44,130,101.1,8.3,125,72,58.63,60.94
ALECOJ.Ru.xyz,Ru,VIII ,1.608128,1995.4,1915.6,68.99,198.98,8,2.3,2.17,0,2.45,0,0,0,0,2.46,0,0,24.21,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,5,0,0,0,0,2,0,0,0,0,8,44,130,101.1,8.3,125,72,58.63,80.3
ALOBIM.W.xyz,W,VIB ,1.82937,1636,1570.6,62.33,168.04,6,2.3,2.17,0,2.45,0,0,0,0,2.46,0,0,18.79,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,4,0,0,0,0,1,0,0,0,6,6,74,135,183.8,9.53,130,68,50.53,36.11
ALOTUR.Ni.xyz,Ni,VIII ,1.506343,2022.3,1941.4,56.64,168.24,4,1.9,2.17,0,2.45,0,0,0,2.12,0,0,0,26.66,17.39,0,29.12,0,0,0,31.94,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,10,28,135,58.7,6.6,115,49,37.84,71.05
ALOTUR01.Ni.xyz,Ni,VIII ,1.506363,2022.3,1941.4,56.64,168.23,4,1.9,2.17,0,2.45,0,0,0,2.12,0,0,0,26.66,17.39,0,29.12,0,0,0,31.94,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,10,28,135,58.7,6.6,115,49,37.84,71.05
AMACIA.Ir.xyz,Ir,VIII ,1.536091,2418.6,2321.9,57.06,207.22,5,2.2,2.17,0,2.45,2.93,0,0,0,2.46,0,0,36.09,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,1,1,0,0,0,2,0,0,0,0,9,77,135,192.2,8.54,127,54,55.33,109.12
AMACOG.Ir.xyz,Ir,VIII ,1.628195,2161.3,2074.8,66.61,201.84,6,2.2,2.17,0,2.45,2.93,0,0,0,2.46,0,0,36.09,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,2,1,0,0,0,2,0,0,0,6,9,77,135,192.2,8.54,127,54,62.9,109.12
AMADAT.Ir.xyz,Ir,VIII ,1.618654,2148.3,2062.4,67.59,178.52,6,2.2,2.17,0,2.45,2.93,0,0,0,2.46,0,0,36.09,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,2,1,0,0,0,2,0,0,0,6,9,77,135,192.2,8.54,127,54,61.25,103.51
AMEBIE.Ir.xyz,Ir,VIII ,1.570452,2319.7,2226.9,75.59,150.69,6,2.2,2.17,0,2.45,2.93,0,0,0,2.46,0,0,36.09,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,1,2,0,0,0,2,0,0,-1,7,9,77,135,192.2,8.54,127,54,73.19,102.59
AMIDEG.Zn.xyz,Zn,IIB ,1.560944,1836.1,1762.7,71.95,206.23,4,1.5,2.17,0,0,2.93,0,0,0,0,0,0,0,17.39,0,0,0.01,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,12,30,135,65.4,9.2,121,38.7,31.07,56.5
AMIKEO.Os.xyz,Os,VIII ,1.615427,2228.7,2139.6,66.59,199.26,7,2.2,2.17,0,2.45,2.93,0,0,0,2.46,0,0,25.37,17.39,0,29.12,0.01,0,0,0,17.2,0,0,3,0,2,1,0,0,0,1,0,0,0,0,8,76,130,190.2,8.43,126,57,51.88,91.52
AMIPAO.Ni.xyz,Ni,VIII ,1.488221,2043.1,1961.4,48.18,202.35,4,1.9,2.17,0,2.45,0,0,0,0,2.46,0,0,26.66,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,1,0,0,0,0,2,0,0,0,6,10,28,135,58.7,6.6,115,49,38.96,109.94
AMIPES.Ni.xyz,Ni,VIII ,1.509173,2038.4,1956.9,51.95,208.25,4,1.9,2.17,0,2.45,0,0,0,0,2.46,0,0,26.66,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,1,0,0,0,0,2,0,0,0,6,10,28,135,58.7,6.6,115,49,38.96,108.6
AMUKAV.Mo.xyz,Mo,VIB ,1.727613,1932.4,1855.1,67.63,213.63,10,2.2,2.17,0,2.45,0,0,0,2.12,0,0,0,17.2,17.39,0,29.12,0,0,0,31.94,0,0,0,1,0,7,0,0,0,2,0,0,0,0,0,6,42,145,96,9.4,130,87,75.45,124.09
ANAWOC.Ti.xyz,Ti,IVB ,1.693292,1671.7,1604.8,38.69,169.66,11,1.5,2.17,0,2.45,2.93,0,0,0,0,0,0,1.82,17.39,0,29.12,0.01,0,0,0,0,0,0,1,0,6,4,0,0,0,0,0,0,0,0,4,22,140,47.9,10.6,132,100,38.27,89.55
ANAYOE.Ir.xyz,Ir,VIII ,1.550766,2389,2293.4,68.03,227.53,5,2.2,2.17,0,0,0,0,0,0,2.46,0,3.05,36.09,17.39,0,0,0,0,0,0,17.2,0,83.41,2,0,0,0,0,0,0,2,0,1,0,0,9,77,135,192.2,8.54,127,54,33.66,94.82
ANAYUK.Ir.xyz,Ir,VIII ,1.546816,2096.2,2012.4,69.78,196.49,6,2.2,2.17,0,2.45,0,0,0,0,2.46,0,0,36.09,17.39,0,29.12,0,0,0,0,17.2,0,0,3,0,1,0,0,0,0,2,0,0,0,0,9,77,135,192.2,8.54,127,54,49.72,116.49
ANAZAR.Ir.xyz,Ir,VIII ,1.568996,2316.7,2224,69.92,218.62,5,2.2,2.17,0,0,0,3.61,0,0,2.46,0,0,36.09,17.39,0,0,0,33.69,0,0,17.2,0,0,2,0,0,0,1,0,0,2,0,0,0,0,9,77,135,192.2,8.54,127,54,38.5,94.82
ANAZEV.Ir.xyz,Ir,VIII ,1.616127,2143.1,2057.4,76.67,210.31,4,2.2,2.17,0,0,2.93,0,0,0,2.46,0,0,36.09,17.39,0,0,0.01,0,0,0,17.2,0,0,1,0,0,1,0,0,0,2,0,0,0,7,9,77,135,192.2,8.54,127,54,40.35,94.82
ANAZIZ.Ir.xyz,Ir,VIII ,1.547496,2089.4,2005.8,67.95,219.01,6,2.2,2.17,0,0,0,0,0,0,2.46,0,0,36.09,17.39,0,0,0,0,0,0,17.2,0,0,4,0,0,0,0,0,0,2,0,0,0,1,9,77,135,192.2,8.54,127,54,33.66,94.82
ANAZUL.Ir.xyz,Ir,VIII ,1.62351,2173.4,2086.5,69.25,191.39,7,2.2,2.17,0,0,0,0,0,0,2.46,0,0,36.09,17.39,0,0,0,0,0,0,17.2,0,0,5,0,0,0,0,0,0,2,0,0,0,0,9,77,135,192.2,8.54,127,54,33.66,94.82
ANEBAX.Ir.xyz,Ir,VIII ,1.646602,1986.1,1906.7,75.13,105.51,4,2.2,2.17,0,2.45,0,0,0,0,2.46,0,0,36.09,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,1,0,0,0,0,2,0,0,-1,0,9,77,135,192.2,8.54,127,54,49.72,116.49
ANEBEB.Ir.xyz,Ir,VIII ,1.538482,2469.3,2370.5,67.32,226.39,6,2.2,2.17,0,0,0,3.61,0,0,2.46,0,0,36.09,17.39,0,0,0,33.69,0,0,17.2,0,0,3,0,0,0,1,0,0,2,0,0,0,0,9,77,135,192.2,8.54,127,54,60.17,127.71
ANEBIF.Ir.xyz,Ir,VIII ,1.594337,2178.5,2091.4,76.73,227.57,5,2.2,2.17,0,0,0,0,0,2.12,2.46,0,2.83,36.09,17.39,0,0,0,0,0,31.94,17.2,0,77.6,1,0,0,0,0,0,1,2,0,1,0,0,9,77,135,192.2,8.54,127,54,50.49,109.34
ANEBOL.Ir.xyz,Ir,VIII ,1.58525,2248.7,2158.8,74.82,219.35,5,2.2,2.17,0,0,0,0,0,2.12,2.46,0,2.83,36.09,17.39,0,0,0,0,0,31.94,17.2,0,77.6,1,0,0,0,0,0,1,2,0,1,0,35,9,77,135,192.2,8.54,127,54,50.49,109.34
ANEBUR.Ir.xyz,Ir,VIII ,1.579748,2263.7,2173.2,73.19,214.05,4,2.2,2.17,0,0,0,0,0,2.12,2.46,0,0,36.09,17.39,0,0,0,0,0,31.94,17.2,0,0,1,0,0,0,0,0,1,2,0,0,0,0,9,77,135,192.2,8.54,127,54,50.49,109.34
ANECAY.Ir.xyz,Ir,VIII ,1.57686,2317,2224.3,71.56,226.72,6,2.2,2.17,0,2.45,0,0,0,2.12,2.46,0,2.83,36.09,17.39,0,29.12,0,0,0,31.94,17.2,0,77.6,1,0,1,0,0,0,1,2,0,1,0,35,9,77,135,192.2,8.54,127,54,58.06,109.34
ANECEC.Ir.xyz,Ir,VIII ,1.575492,2299.4,2207.4,73.15,216.17,6,2.2,2.17,0,0,2.93,0,0,2.12,2.46,0,3.05,36.09,17.39,0,0,0.01,0,0,31.94,17.2,0,83.41,1,0,0,1,0,0,1,2,0,1,0,17,9,77,135,192.2,8.54,127,54,56.1,114.95
ANECIG.Ir.xyz,Ir,VIII ,1.583817,2226.6,2137.5,77.81,223.69,7,2.2,2.17,0,2.45,0,3.61,0,2.12,2.46,0,0,36.09,17.39,0,29.12,0,33.69,0,31.94,17.2,0,0,1,0,1,0,2,0,1,2,0,0,0,8,9,77,135,192.2,8.54,127,54,56.1,114.95
ANESIY.Mn.xyz,Mn,VIIB ,1.612065,1681.1753,1613.9,54.06,180.68,6,1.6,2.17,0,2.45,2.93,0,0,0,2.46,0,0,0,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,2,1,0,0,0,2,0,0,0,6,7,25,140,54.9,7.39,118,68,42.28,66.81
ANEWAS.Ru.xyz,Ru,VIII ,1.602132,2067.9,1985.2,63.88,203.21,6,2.3,2.17,0,2.45,2.93,0,0,0,2.46,0,0,24.21,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,1,2,0,0,0,2,0,0,0,0,8,44,130,101.1,8.3,125,72,62.9,109.12
ANIKIS.Ir.xyz,Ir,VIII ,1.540429,2417.3,2320.6,70.27,294.67,6,2.2,2.17,0,2.45,0,0,0,0,0,0,0,36.09,17.39,0,29.12,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,9,77,135,192.2,8.54,127,54,26.75,44.88
ANILAL.Rh.xyz,Rh,VIII ,1.516931,2337.9,2244.4,58.37,267.96,7,2.3,2.17,1.88,2.45,0,0,0,0,0,0,0,26.22,17.39,6.39,29.12,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,1,1,9,45,135,102.9,8.3,125,66,49.7,63.95
ANILOZ.Rh.xyz,Rh,VIII ,1.520519,2300.9,2208.9,61.49,273.65,7,2.3,2.17,1.88,2.45,0,0,0,0,0,0,0,26.22,17.39,6.39,29.12,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,1,1,9,45,135,102.9,8.3,125,66,44.69,57.34
ANIMIU.Rh.xyz,Rh,VIII ,1.498502,2360,2265.6,60.34,291.08,5,2.3,2.17,0,2.45,0,3.61,0,0,0,0,0,26.22,17.39,0,29.12,0,33.69,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,1,0,9,45,135,102.9,8.3,125,66,39.35,78.2
ANUZIT.Mn.xyz,Mn,VIIB ,1.616709,1697.8,1629.9,56.45,170.98,6,1.6,2.17,0,2.45,0,0,0,0,2.46,0,0,0,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,1,0,0,0,0,4,0,0,0,6,7,25,140,54.9,7.39,118,68,48.81,88.41
ANUZIT.Tc.xyz,Tc,VIIB ,1.750919,1667.4,1600.7,61.35,171.47,6,2.3,2.17,0,2.45,0,0,0,0,2.46,0,0,12.68,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,1,0,0,0,0,4,0,0,0,6,7,43,135,97.9,8.5,127,79,70.01,110.54
ANUZOZ.Mn.xyz,Mn,VIIB ,1.614734,1715.2,1646.6,57.96,171.09,6,1.6,2.17,0,2.45,0,0,0,0,2.46,0,0,0,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,1,0,0,0,0,4,0,0,0,6,7,25,140,54.9,7.39,118,68,48.81,90.95
APECOP.Ir.xyz,Ir,VIII ,1.65484,1787.7,1716.2,64.21,183.9,6,2.2,2.17,0,2.45,0,0,0,0,2.46,0,0,36.09,17.39,0,29.12,0,0,0,0,17.2,0,0,2,0,1,0,0,0,0,3,0,0,0,1,9,77,135,192.2,8.54,127,54,64.09,89.76
APECUV.Ir.xyz,Ir,VIII ,1.653342,1783.7,1712.4,65.15,183.55,6,2.2,2.17,0,2.45,0,0,0,0,2.46,0,0,36.09,17.39,0,29.12,0,0,0,0,17.2,0,0,2,0,1,0,0,0,0,3,0,0,0,1,9,77,135,192.2,8.54,127,54,64.09,89.76
APEDAC.Ir.xyz,Ir,VIII ,1.653736,1770.7,1699.9,65.18,182.74,6,2.2,2.17,0,2.45,0,0,0,0,2.46,0,0,36.09,17.39,0,29.12,0,0,0,0,17.2,0,0,2,0,1,0,0,0,0,3,0,0,0,1,9,77,135,192.2,8.54,127,54,64.09,89.76
APODUH.Ir.xyz,Ir,VIII ,1.591449,2218.0353,2129.3,63.22,191.69,8,2.2,2.17,0,2.45,2.93,0,0,0,2.46,0,0,36.09,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,5,1,0,0,0,1,0,0,0,0,9,77,135,192.2,8.54,127,54,50.49,114.38
APOFAP.Ir.xyz,Ir,VIII ,1.582531,2261.902,2171.4,65.33,203.26,8,2.2,2.17,0,2.45,2.93,0,0,0,2.46,0,0,36.09,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,5,1,0,0,0,1,0,0,0,0,9,77,135,192.2,8.54,127,54,50.49,108.46
APOFET.Ir.xyz,Ir,VIII ,1.561328,2344.7247,2250.9,69.04,213.65,8,2.2,2.17,1.88,2.45,0,0,0,0,2.46,0,0,36.09,17.39,6.39,29.12,0,0,0,0,17.2,0,0,1,1,5,0,0,0,0,1,0,0,0,0,9,77,135,192.2,8.54,127,54,60.02,114.07
APORAB.Pd.xyz,Pd,VIII ,1.568337,1992.4932,1912.8,64.3,215.83,4,2.2,2.17,0,0,2.93,0,0,0,2.46,0,0,12.84,17.39,0,0,0.01,0,0,0,17.2,0,0,1,0,0,1,0,0,0,2,0,0,0,7,10,46,140,106.4,8.9,128,26.1,44.88,86.68
APORUV.Pt.xyz,Pt,VIII ,1.586583,2178.2127,2091.1,77.28,226.36,4,2.3,2.17,0,0,2.93,0,0,0,2.46,0,0,49.07,17.39,0,0,0.01,0,0,0,17.2,0,0,1,0,0,1,0,0,0,2,0,0,0,7,10,78,135,195.1,9.1,130,48,46.51,89.83
APUBAO.Y.xyz,Y,IIIB ,2.065929,1309.4,1257,68.37,186.57,8,1.2,2.17,0,2.45,2.93,0,0,0,0,0,0,7.08,17.39,0,29.12,0.01,0,0,0,0,0,0,1,0,5,2,0,0,0,0,0,0,0,0,3,39,180,88.9,19.8,162,162,37.33,75.58
APUBAQ.Fe.xyz,Fe,VIII ,1.498654,2057,1974.7,43.56,189.35,6,1.8,2.17,0,2.45,0,0,0,0,2.46,0,0,3.76,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,3,0,0,0,0,2,0,0,0,6,8,26,140,55.8,7.1,117,62,51.72,73.38
APUBEU.Fe.xyz,Fe,VIII ,1.516677,1944.4,1866.6,48.01,200.01,6,1.8,2.17,0,2.45,0,0,0,0,2.46,0,0,3.76,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,3,0,0,0,0,2,0,0,0,6,8,26,140,55.8,7.1,117,62,53.18,46.67
APUCEV.Fe.xyz,Fe,VIII ,1.520835,1930.6,1853.4,48.21,200.89,6,1.8,2.17,0,2.45,0,0,0,0,2.46,0,0,3.76,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,3,0,0,0,0,2,0,0,0,6,8,26,140,55.8,7.1,117,62,52.45,66.8
APUGAT.Y.xyz,Y,IIIB ,2.048547,1311.2,1258.8,73.7,179.78,10,1.2,2.17,0,2.45,0,3.61,0,0,2.46,0,0,7.08,17.39,0,29.12,0,33.69,0,0,17.2,0,0,3,0,5,0,1,0,0,1,0,0,0,0,3,39,180,88.9,19.8,162,162,31.11,66.55
