ID,Metal,BDE,CoordNum,H,B,C,N,O,F,Si,P,S,Cl,Charge,LTrans,GrpNum
BAJKII.Ru.xyz,Ru,65.3,6,1,0,1,1,0,0,0,0,0,1,0,17,8
BAJLAB.Os.xyz,Os,71.47,8,1,0,1,1,0,0,0,1,0,0,0,0,8
BANLOR.Fe.xyz,Fe,51.42,6,2,0,1,0,0,0,0,1,0,0,0,0,8
BARDED.Rh.xyz,Rh,55.06,6,1,0,0,1,0,0,0,1,0,1,1,15,9
BASNAN.Ru.xyz,Ru,65.5,6,1,0,1,0,0,1,0,1,0,0,0,9,8
BASNER.Ru.xyz,Ru,67.93,7,3,0,1,0,0,0,1,1,0,0,0,0,8
BASNIV.Ru.xyz,Ru,63.77,6,2,0,1,0,0,0,0,1,0,0,0,0,8
BASNOB.Ru.xyz,Ru,62.86,6,2,0,1,0,0,0,0,1,0,0,0,1,8
BASNUH.Ru.xyz,Ru,64.93,6,1,0,1,0,0,1,0,1,0,0,0,9,8
BASPAP.Ru.xyz,Ru,66.96,6,1,0,1,0,0,1,0,1,0,0,0,9,8
BASPET.Ru.xyz,Ru,67.66,6,1,0,1,0,0,1,0,1,0,0,0,9,8
BASPIX.Ru.xyz,Ru,67.49,6,1,0,1,0,0,1,0,1,0,0,0,9,8
BAVSUO.Ir.xyz,Ir,65.08,5,1,0,1,0,0,0,1,1,0,0,0,15,9
BAVSUO.Rh.xyz,Rh,51.45,5,1,0,1,0,0,0,1,1,0,0,0,15,9
BAVTAV.Ir.xyz,Ir,68.94,5,1,0,1,0,0,0,1,1,0,0,0,15,9
BAVTAV.Rh.xyz,Rh,61.02,5,1,0,1,0,0,0,1,1,0,0,0,15,9
BAVTID.Ir.xyz,Ir,67.74,5,1,0,1,0,0,0,1,1,0,0,0,0,9
BAVTID.Rh.xyz,Rh,60.52,5,1,0,1,0,0,0,1,1,0,0,0,0,9
BAVTOJ.Ir.xyz,Ir,72.41,5,1,0,1,0,0,0,1,1,0,0,0,6,9
BAWCUX.W.xyz,W,66.23,6,1,0,1,0,0,0,0,1,0,0,0,6,6
BAWKOC.Fe.xyz,Fe,51.64,6,1,0,1,1,0,0,0,1,0,1,0,17,8
BAWNAO.Ag.xyz,Ag,49.77,3,1,0,0,1,0,0,0,1,0,0,0,0,11
BAWNAO.Cu.xyz,Cu,40.78,4,1,0,0,1,0,0,0,1,0,0,0,0,11
BAWPIZ.Pt.xyz,Pt,61.82,6,1,0,1,0,0,0,0,1,0,0,0,6,10
BAWWEB.Mo.xyz,Mo,54.3,11,1,0,1,0,0,0,0,0,0,0,0,0,6
BAXDEJ.Rh.xyz,Rh,62.07,6,1,0,1,0,0,0,0,1,0,1,0,17,9
BAXGEN.Re.xyz,Re,71.22,5,1,0,1,1,0,0,0,1,0,0,0,0,7
BAXKAO.Pt.xyz,Pt,65.04,4,1,0,0,0,0,0,0,1,0,0,0,15,10
BAXKOC.Pt.xyz,Pt,65.95,4,1,0,0,0,0,0,0,1,0,0,0,15,10
BAYRUR.W.xyz,W,65.97,10,1,0,1,1,0,0,0,0,0,0,0,0,6
BAZHIT.W.xyz,W,44.16,13,1,0,1,0,0,0,0,0,0,0,1,0,6
BAZHOZ.W.xyz,W,47.83,13,1,0,1,0,0,0,0,0,0,0,1,0,6
BAZPAT.Ta.xyz,Ta,40.48,13,1,0,1,0,0,0,0,0,0,1,0,0,5
BCHPIR.Ir.xyz,Ir,70.36,6,1,0,1,0,0,0,0,1,0,1,0,35,9
BEBZAM.Fe.xyz,Fe,45.57,6,1,0,1,0,0,0,0,1,0,0,1,6,8
BEBZOX.Ru.xyz,Ru,68.45,8,1,0,1,0,0,0,0,1,0,0,0,0,8
BECSOS.Ru.xyz,Ru,64.13,9,1,0,1,0,0,0,0,1,0,0,1,0,8
BEDBER.Ru.xyz,Ru,61.42,5,1,0,1,0,0,0,0,1,0,0,0,0,8
BEFKII.Au.xyz,Au,72.65,4,1,0,1,1,0,0,0,0,0,0,0,7,11
BEFZER.Pt.xyz,Pt,40.21,7,3,1,0,0,0,0,0,1,0,0,0,1,10
BEGFAX.Co.xyz,Co,38.87,6,1,0,0,0,0,0,1,1,0,1,0,0,9
BEGXOC.Ru.xyz,Ru,66.32,6,1,0,1,1,1,0,0,1,0,0,0,0,8
BEHZOE.Ir.xyz,Ir,56.9,7,1,0,1,0,1,0,0,1,0,0,1,0,9
BEKFEE.Ni.xyz,Ni,48.93,4,1,0,0,1,0,0,0,1,0,0,1,7,10
BEKGAZ.Ir.xyz,Ir,44.3,10,1,1,0,0,0,0,0,1,0,0,1,0,9
BEKGAZ01.Ir.xyz,Ir,55.02,9,1,1,0,0,0,0,0,1,0,0,0,0,9
BEKTEQ.Ir.xyz,Ir,59.43,9,1,1,0,0,0,0,0,1,0,0,0,0,9
BEKTEQ10.Ir.xyz,Ir,59.44,9,1,1,0,0,0,0,0,1,0,0,0,0,9
BEMLAJ.Os.xyz,Os,57.21,6,1,0,1,0,0,0,0,1,0,1,0,0,8
BEMPUF.Ru.xyz,Ru,62.46,6,1,0,1,1,0,0,0,1,0,0,0,6,8
BEMRAM10.Pt.xyz,Pt,57.25,5,1,0,1,0,0,0,0,1,0,0,0,15,10
BENFAC.W.xyz,W,53.95,7,1,0,1,0,1,0,0,1,0,0,0,0,6
BENFEF.Mo.xyz,Mo,55.64,9,1,0,1,0,0,0,0,1,0,0,1,0,6
BENFEF10.Mo.xyz,Mo,55.65,9,1,0,1,0,0,0,0,1,0,0,1,0,6
BENFEG.W.xyz,W,53.03,7,1,0,1,0,0,0,0,1,0,1,1,0,6
BENKAH.Ru.xyz,Ru,65.98,5,1,0,0,0,0,0,0,1,0,1,0,0,8
BERMOC.Ru.xyz,Ru,64.84,6,1,0,1,1,1,0,0,1,0,0,0,8,8
BESPIY.Ta.xyz,Ta,56.69,6,1,0,1,0,0,0,0,1,0,0,0,0,5
BEVDEO.Rh.xyz,Rh,64.13,6,3,0,0,0,1,0,0,1,0,0,1,8,9
BEVYIK.Ir.xyz,Ir,71.05,5,1,0,1,0,0,0,0,1,0,1,1,0,9
BEVZAF.Y.xyz,Y,71.44,10,3,0,1,1,0,0,0,0,0,0,0,0,3
BEVZEJ.Y.xyz,Y,66.97,11,1,0,1,0,0,0,0,0,0,0,0,0,3
BEXFER.Ni.xyz,Ni,44.42,4,1,0,0,1,0,0,0,0,0,0,1,7,10
BEXFIV.Ni.xyz,Ni,42.33,4,1,0,0,1,0,0,0,0,0,0,1,7,10
BEXXOU.Fe.xyz,Fe,53.82,5,1,0,0,0,0,0,1,1,0,0,0,0,8
BEXZAF.Y.xyz,Y,70.63,12,1,0,1,0,1,0,0,0,0,0,0,0,3
BEXZIO.Os.xyz,Os,62.48,6,2,0,1,0,0,0,0,1,0,0,0,15,8
BHPHIR.Ir.xyz,Ir,70.08,6,1,0,1,0,0,0,0,1,0,1,0,35,9
BHTPCU12.Ag.xyz,Ag,67.94,4,2,0,0,0,0,0,0,1,0,0,0,0,11
BHTPCU12.Cu.xyz,Cu,73.85,4,2,0,0,0,0,0,0,1,0,0,0,0,11
BIDGIF.W.xyz,W,64.44,6,1,0,0,0,0,0,1,1,0,0,0,32,6
BIDREM.Ru.xyz,Ru,70.99,6,1,0,0,1,0,0,0,1,1,0,0,0,8
BIDRIQ.Ru.xyz,Ru,64.62,6,1,0,0,1,0,0,0,1,1,0,-1,0,8
BIFNUA.Mo.xyz,Mo,67.88,6,1,0,0,1,0,0,0,1,0,0,0,7,6
BIFPOW.Mo.xyz,Mo,65.86,6,1,0,0,1,0,0,0,1,0,0,0,7,6
BIGJOQ.Ir.xyz,Ir,65.34,5,1,0,1,0,0,0,0,1,0,1,0,0,9
BIGJOR.Pt.xyz,Pt,72.89,6,1,0,1,1,1,0,0,0,0,0,0,8,10
BIGKIL10.Ir.xyz,Ir,65.77,5,1,0,1,0,0,0,0,1,0,1,0,0,9
BIGZAT.Ir.xyz,Ir,70.23,6,1,0,0,0,0,0,0,1,0,0,0,15,9
BIGZEW.Ru.xyz,Ru,58.91,8,1,0,1,0,0,0,0,0,1,0,1,0,8
BIHSUH.Rh.xyz,Rh,54.76,6,1,0,1,1,0,0,0,0,0,1,0,6,9
BIHTES.Rh.xyz,Rh,54.24,6,1,0,1,1,0,0,0,0,0,1,0,6,9
BIHXUN.Ru.xyz,Ru,65.14,6,1,0,0,1,0,0,0,1,0,1,0,17,8
BIHYAU.Ru.xyz,Ru,66.35,6,1,0,0,1,0,0,0,1,1,1,0,17,8
BIHYEY.Ru.xyz,Ru,61.71,9,1,0,1,0,0,0,0,1,0,0,0,0,8
BIHYIC.Ru.xyz,Ru,62.96,9,1,0,1,0,0,0,0,1,0,0,0,0,8
BIHYOI.Ru.xyz,Ru,64.67,6,1,0,0,1,0,0,0,1,0,0,1,7,8
BIHYUO.Ru.xyz,Ru,64.95,6,1,0,1,1,0,0,0,1,0,1,0,0,8
BIJVAT.Ru.xyz,Ru,66.26,6,1,0,1,1,0,0,0,1,0,0,0,0,8
BIJVEX.Ru.xyz,Ru,66.51,6,1,0,1,1,1,0,0,1,0,0,0,0,8
BIJVIB.Ru.xyz,Ru,66.04,6,1,0,1,1,1,0,0,1,0,0,0,0,8
BIJVOH.Ru.xyz,Ru,67.17,6,1,0,1,1,1,0,0,1,0,0,0,0,8
BIJVUN.Ru.xyz,Ru,65.98,6,1,0,1,1,1,0,0,1,0,0,0,0,8
BIKWIC.Ru.xyz,Ru,67.14,6,1,0,0,1,0,0,0,1,0,1,0,0,8
BIKWOI.Ru.xyz,Ru,65.59,6,1,0,0,1,0,0,0,1,0,1,0,17,8
BIKWUO.Ru.xyz,Ru,63.96,6,1,0,0,1,0,0,0,1,0,1,0,17,8
BIMZIG10.Ir.xyz,Ir,74.02,6,1,0,1,1,0,0,0,1,1,0,1,0,9
BINCUW.W.xyz,W,60.7,9,1,0,1,0,0,0,0,1,0,0,0,0,6
BINKAM.Os.xyz,Os,66.99,5,1,0,1,0,0,0,1,1,0,0,0,0,8
BINVIG.Ir.xyz,Ir,75.91,6,1,0,1,1,0,0,0,1,0,0,1,7,9
BIQKIV.Ir.xyz,Ir,66.92,5,1,0,1,0,0,0,0,1,0,0,0,6,9
BIQTEC.Zr.xyz,Zr,56.8,14,1,0,1,1,1,0,0,0,0,0,0,0,4
BIRQOK.Co.xyz,Co,45.49,6,1,0,0,1,0,0,0,1,0,0,0,0,9
BISHEQ.Fe.xyz,Fe,49.2,5,1,0,0,0,0,0,0,1,0,0,1,15,8
BISWEF11.Fe.xyz,Fe,46.79,7,3,1,0,0,0,0,0,1,0,0,0,15,8
BISZIM.Ta.xyz,Ta,64.95,12,1,0,1,0,0,0,0,0,0,0,0,0,5
BISZIO.Ag.xyz,Ag,68.55,2,1,0,1,0,0,0,0,0,0,0,0,6,11
BISZIO.Cu.xyz,Cu,77.33,2,1,0,1,0,0,0,0,0,0,0,0,6,11
BITLIC.Ni.xyz,Ni,59.03,4,1,0,1,0,0,0,0,1,0,0,0,6,10
BITLUO.Ni.xyz,Ni,59.14,4,1,0,1,0,0,0,0,1,0,0,0,6,10
BITNAW.Ni.xyz,Ni,50.25,5,1,0,0,0,0,0,1,1,0,0,0,0,10
BITXEH.Re.xyz,Re,59.44,6,1,0,0,1,1,0,0,0,0,0,0,0,7
BIVVUY.Ir.xyz,Ir,71.93,6,1,0,1,1,0,0,0,1,0,0,0,7,9
BIYJIC.Ir.xyz,Ir,67.14,6,1,0,1,0,0,0,0,1,0,1,0,15,9
BIZMEF.Os.xyz,Os,61.64,7,3,0,0,0,1,0,0,1,0,0,0,0,8
BOBKIO.Ir.xyz,Ir,70.2,8,2,0,1,0,0,0,0,1,0,0,0,0,9
BOBKOU.Ir.xyz,Ir,69.02,8,2,0,1,0,0,0,0,1,0,0,0,0,9
BOBKUA.Ir.xyz,Ir,69.02,8,2,0,1,0,0,0,0,1,0,0,0,0,9
BOBLAH.Ir.xyz,Ir,67.2,8,2,0,1,0,0,0,0,1,0,0,0,0,9
BOBLAH01.Ir.xyz,Ir,67.2,8,2,0,1,0,0,0,0,1,0,0,0,0,9
BOBLIP.Ir.xyz,Ir,67.02,8,2,0,1,0,0,0,0,1,0,0,0,0,9
BOBMEK10.Co.xyz,Co,40.39,5,1,0,0,1,0,0,0,1,0,0,1,7,9
BOBXEX.Fe.xyz,Fe,52.9,7,2,0,1,0,0,0,0,1,0,0,1,6,8
BOCVOE.Ir.xyz,Ir,72.21,4,1,0,0,0,0,0,0,1,0,1,0,0,9
BODFOQ.Ir.xyz,Ir,61.47,10,1,0,1,0,0,0,0,0,0,0,0,0,9
BODJAF.Co.xyz,Co,16.54,8,1,0,1,1,1,0,0,0,0,0,0,0,9
BODROE.Co.xyz,Co,51.03,4,1,0,0,1,0,0,0,1,0,0,0,7,9
BOFGEI.Pt.xyz,Pt,71.62,4,1,0,1,0,0,0,0,1,0,0,0,6,10
BOFMAN.Ru.xyz,Ru,67.7,6,1,0,1,1,0,0,0,1,0,1,0,17,8
BOFPOE.Ru.xyz,Ru,68.32,6,1,0,1,1,0,0,0,1,0,1,0,0,8
BOGLAM.Fe.xyz,Fe,47.1,6,1,0,0,1,0,0,0,1,0,0,1,15,8
BOGSOH.Fe.xyz,Fe,50.18,8,1,0,1,0,0,0,0,0,0,0,0,0,8
BOGSUN.Fe.xyz,Fe,49.37,8,1,0,1,0,0,0,0,0,0,0,0,0,8
BOHCIM.Ru.xyz,Ru,64.21,7,1,0,1,0,1,0,0,1,0,0,0,0,8
BOHDIN.Ir.xyz,Ir,72.01,6,1,0,0,1,0,0,0,1,0,1,0,17,9
BOHRUN.Rh.xyz,Rh,69.72,4,1,0,1,0,0,0,0,1,0,0,0,6,9
BOHSAU.Rh.xyz,Rh,66.87,4,1,0,1,0,0,0,0,1,0,0,0,6,9
BOJLIV.Tc.xyz,Tc,63.84,6,1,0,0,1,0,0,0,1,0,0,0,7,7
BOJWEC.Ir.xyz,Ir,66.12,4,1,0,1,0,0,0,0,1,0,0,0,6,9
BOJZEI.Ag.xyz,Ag,55.89,5,2,0,0,1,0,0,0,0,0,0,0,0,11
BOKCAF.Os.xyz,Os,71.16,5,1,0,1,0,1,0,0,1,0,0,0,0,8
BOLJAN.Ag.xyz,Ag,64.51,4,1,0,0,0,0,0,0,1,0,0,0,0,11
BOLJAN.Cu.xyz,Cu,70.93,4,1,0,0,0,0,0,0,1,0,0,0,0,11
BOMBEM.Ir.xyz,Ir,68.78,6,1,0,1,0,0,0,0,0,0,0,1,6,9
BONHIX.Ir.xyz,Ir,46.86,5,2,0,1,0,0,0,0,0,0,0,1,1,9
BONHOD.Ir.xyz,Ir,72.75,6,2,0,1,0,0,0,0,0,0,0,1,6,9
BONXAD.Ru.xyz,Ru,62.53,10,1,0,1,0,0,0,0,1,0,0,1,0,8
BOPSIL.Rh.xyz,Rh,55.94,8,1,0,1,1,0,0,0,1,0,0,1,0,9
BOQFAO.Ru.xyz,Ru,63.92,6,1,0,1,1,1,0,0,1,0,0,0,8,8
BORFOD01.Ir.xyz,Ir,65.39,4,1,0,0,0,0,0,0,1,0,0,0,0,9
BORFOD10.Ir.xyz,Ir,68.97,7,4,0,0,0,0,0,0,1,0,0,1,1,9
BORTEH.Mo.xyz,Mo,49.38,7,1,0,0,1,0,0,0,1,0,0,0,0,6
BOSJAV.Ru.xyz,Ru,65.55,6,1,0,1,1,1,0,0,1,0,0,0,0,8
BOSKOJ.Cr.xyz,Cr,57.12,6,1,0,1,0,0,0,0,0,0,0,0,6,6
BOSQIL.Rh.xyz,Rh,66.62,5,2,0,0,0,0,0,1,1,0,0,0,15,9
BOVCAQ.Sc.xyz,Sc,57.48,11,1,0,1,0,0,0,0,0,0,0,0,0,3
BOVZIV.Mo.xyz,Mo,55.32,7,2,0,0,0,0,0,0,1,0,0,0,0,6
BOVZIV10.Mo.xyz,Mo,54.68,7,2,0,0,0,0,0,0,1,0,0,0,0,6
BOXPUA.Zr.xyz,Zr,56.96,14,1,0,1,0,0,0,0,0,0,0,0,0,4
BOXQIP.Zr.xyz,Zr,58.83,14,1,0,1,0,0,0,0,0,0,0,0,0,4
BOYDEA.Ir.xyz,Ir,70.74,6,1,0,1,0,0,0,0,1,0,1,0,17,9
BOYNUZ.Rh.xyz,Rh,56.22,5,1,0,1,0,0,0,0,0,0,1,0,0,9
BOYRUD.Ru.xyz,Ru,59.95,6,1,0,1,0,0,1,0,1,0,0,0,0,8
BOYSAK.Ru.xyz,Ru,56.81,6,1,0,1,0,0,1,0,1,0,0,0,15,8
BOYSEO.Ru.xyz,Ru,62.94,6,2,0,1,0,0,0,0,1,0,0,0,15,8
BOYSIS.Ru.xyz,Ru,61.79,6,1,0,1,0,0,1,0,1,0,0,0,0,8
BOYSOY.Ru.xyz,Ru,59.39,6,1,0,1,0,0,0,0,1,0,0,0,6,8
BOYSUE.Ru.xyz,Ru,58.58,6,1,0,1,0,0,0,0,1,0,0,0,6,8
BOYTAL.Ru.xyz,Ru,59.02,6,1,0,1,0,0,0,0,1,0,0,0,6,8
BOYTEP.Ru.xyz,Ru,67.31,5,1,0,1,0,0,0,0,1,0,0,0,6,8
BUCCIM.Cd.xyz,Cd,62.76,2,1,0,1,0,0,0,0,0,0,0,0,6,12
BUCFEK.Ir.xyz,Ir,61.12,5,1,0,1,0,0,0,0,1,0,0,0,6,9
BUCFEK10.Ir.xyz,Ir,60.37,5,1,0,1,0,0,0,0,1,0,0,0,6,9
BUCJAL.Ru.xyz,Ru,59.63,6,1,0,1,0,0,0,0,0,0,0,1,6,8
BUCJEP.Ru.xyz,Ru,60.19,5,1,0,1,1,0,0,0,0,0,0,1,0,8
BUCKOA.Ir.xyz,Ir,67.28,8,1,0,1,0,0,0,0,1,1,0,0,0,9
BUCKUG.Ir.xyz,Ir,71.34,7,1,0,1,0,0,0,0,1,1,0,0,0,9
BUCLAN.Ir.xyz,Ir,69.09,6,1,0,1,0,0,0,0,1,1,0,0,0,9
BUCLER.Ru.xyz,Ru,62.22,5,1,0,1,0,1,0,0,0,0,0,0,0,8
BUCLIV.Ru.xyz,Ru,60.3,5,1,0,1,0,1,0,0,0,0,0,1,0,8
BUCLOB.Ru.xyz,Ru,61.16,9,1,0,1,0,0,0,0,0,0,0,1,0,8
BUFCAG.Re.xyz,Re,65.07,5,3,0,0,0,0,0,0,1,0,0,0,0,7
BUFCEK.Re.xyz,Re,58.83,7,5,0,0,0,0,0,0,1,0,0,0,0,7
BUFLUM.Ir.xyz,Ir,67.83,5,2,0,0,1,0,0,0,1,0,0,0,0,9
BUFRAV.Pt.xyz,Pt,73.58,4,1,0,0,1,0,0,0,1,0,0,0,7,10
BUHIPI.Ir.xyz,Ir,69.96,7,1,0,1,0,0,0,0,1,0,0,0,0,9
BUJHAS.Ir.xyz,Ir,77.88,6,1,0,0,1,0,0,1,1,0,0,0,7,9
BUKGAP.Ir.xyz,Ir,68.36,5,1,0,0,0,0,0,0,1,0,0,0,15,9
BUKMID.Re.xyz,Re,72.5,6,1,0,0,1,0,0,0,1,0,0,0,7,7
BUNYIS.Fe.xyz,Fe,40.56,5,1,0,1,1,0,0,0,1,0,0,0,0,8
BUNZAL.Ta.xyz,Ta,60.17,8,1,0,1,0,0,0,0,1,0,0,1,0,5
BUPKON.W.xyz,W,59.2,5,1,0,0,1,0,0,1,1,0,0,0,0,6
BUPKOO.Pt.xyz,Pt,73.42,4,1,0,1,0,0,0,0,0,0,0,0,6,10
BUQWAM.Fe.xyz,Fe,51.6,6,1,0,0,0,0,0,0,1,0,1,0,17,8
BUQWOB.Fe.xyz,Fe,53.34,8,1,0,1,0,0,0,0,1,0,0,0,0,8
BUQXOC.Pt.xyz,Pt,77.33,4,1,0,1,1,0,0,0,0,0,0,0,7,10
BUQXUI.Pd.xyz,Pd,64.95,4,1,0,1,1,0,0,0,0,0,0,0,7,10
BURKUW.Fe.xyz,Fe,55.6,9,1,0,1,0,0,0,1,0,0,0,0,0,8
BURMIL.Mn.xyz,Mn,54.4,6,1,0,1,0,0,0,0,1,0,0,0,6,7
BURMIL.Tc.xyz,Tc,60.55,6,1,0,1,0,0,0,0,1,0,0,0,6,7
BURMOR.Mn.xyz,Mn,53.74,6,1,0,1,0,0,0,0,1,0,0,0,15,7
BURMOR.Tc.xyz,Tc,60.05,6,1,0,1,0,0,0,0,1,0,0,0,15,7
BUSRAL.W.xyz,W,65.61,12,2,0,1,0,0,0,0,0,0,0,0,0,6
BUSREP.W.xyz,W,65.71,12,2,0,1,0,0,0,0,0,0,0,0,0,6
BUSYOG.Ir.xyz,Ir,60.13,5,1,0,1,0,0,0,0,1,0,1,0,0,9
BUSZAQ.Ru.xyz,Ru,61.86,5,1,0,0,0,0,0,0,1,0,0,1,0,8
BUVNEM.Ir.xyz,Ir,72.33,6,1,0,1,1,0,0,0,1,0,1,0,17,9
BUVQAM.Ru.xyz,Ru,66.87,6,1,0,0,1,0,0,0,1,0,0,0,7,8
BUVWOH.Ru.xyz,Ru,63.17,6,1,0,1,1,0,0,0,1,0,1,0,17,8
BUVWUN.Ru.xyz,Ru,62.33,6,1,0,1,1,0,0,0,1,0,1,0,17,8
BUVXAU.Ru.xyz,Ru,61.82,6,1,0,1,1,0,0,0,1,0,1,0,17,8
BUVXEY.Ru.xyz,Ru,63.18,6,1,0,1,1,0,0,0,1,0,1,0,17,8
BUWTAO10.Ir.xyz,Ir,65.84,8,2,1,0,0,0,0,0,1,0,0,0,1,9
BUXFEF.Ta.xyz,Ta,53.73,8,2,0,0,0,0,0,0,1,0,1,0,0,5
BUXFEF01.Ta.xyz,Ta,48.61,8,2,0,0,0,0,0,0,1,0,1,1,0,5
BUXFIJ01.Ta.xyz,Ta,55.64,8,2,0,1,0,0,0,0,1,0,1,1,0,5
BUYROD.Re.xyz,Re,65.01,6,1,0,1,0,0,0,0,1,0,0,0,6,7
BUYSEU.Re.xyz,Re,64.63,6,1,0,1,0,0,0,0,1,0,0,0,6,7
CABNIC.Mn.xyz,Mn,54.37,6,1,0,1,0,0,0,0,1,0,0,0,6,7
CABNIC01.Mn.xyz,Mn,53.87,6,1,0,1,0,0,0,0,1,0,0,0,6,7
CABZEO.Fe.xyz,Fe,56.44,6,2,0,1,1,0,0,0,1,0,0,0,1,8
CACDUF.Ir.xyz,Ir,70.43,6,1,0,1,0,0,0,0,1,0,0,0,15,9
CACJEV.Ta.xyz,Ta,54.72,8,2,0,0,0,0,0,0,1,0,1,1,0,5
CACLAT.Ru.xyz,Ru,55.62,6,1,0,1,0,0,0,0,1,0,1,0,15,8
CADTEJ.Fe.xyz,Fe,49.09,6,1,1,1,0,0,0,0,1,0,0,0,0,8
CADTIN.Fe.xyz,Fe,49.56,6,1,1,1,0,0,0,0,1,0,0,0,0,8
CAGMED.Os.xyz,Os,67.19,5,1,0,1,0,0,0,0,0,0,0,0,6,8
CAHCAP.Pt.xyz,Pt,71.76,4,1,0,1,0,0,0,0,1,0,0,0,6,10
CAHCOP.Co.xyz,Co,46.31,5,1,0,1,0,0,0,0,1,0,0,0,6,9
CAHCOP01.Co.xyz,Co,46.31,5,1,0,1,0,0,0,0,1,0,0,0,6,9
CAHPOS.Ir.xyz,Ir,66.44,5,1,0,1,0,0,0,0,1,0,1,0,0,9
CAHQAD.Co.xyz,Co,28.24,6,1,0,0,1,0,0,0,0,0,0,1,7,9
CAJFEA.Co.xyz,Co,39.44,6,1,0,1,0,0,0,0,1,0,0,0,15,9
CAJROV.Mo.xyz,Mo,56.38,12,1,0,1,0,1,0,0,0,0,0,0,0,6
CALCUP.Rh.xyz,Rh,61.88,7,4,1,0,0,0,0,0,1,0,0,1,0,9
CALNAE.W.xyz,W,56.46,8,2,0,0,0,0,0,0,1,0,1,0,0,6
CAMQIU.Ir.xyz,Ir,75.4,6,2,0,1,1,0,0,0,1,0,0,0,7,9
CAMVIV.Cr.xyz,Cr,47.49,8,4,0,0,0,0,0,0,1,0,0,0,0,6
CAMVIV10.Cr.xyz,Cr,46.79,8,4,0,0,0,0,0,0,1,0,0,0,0,6
CANDIH.Ru.xyz,Ru,64.74,6,1,0,1,1,0,0,0,1,1,1,0,17,8
CANDIH01.Ru.xyz,Ru,64.01,6,1,0,1,1,0,0,0,1,1,1,0,17,8
CAQLIT.Co.xyz,Co,46.04,6,3,0,0,1,0,0,0,1,0,0,0,7,9
CAQLIT01.Co.xyz,Co,46.04,6,3,0,0,1,0,0,0,1,0,0,0,7,9
CAQYOL.Ir.xyz,Ir,64.6,6,1,0,1,0,0,0,1,1,0,0,1,0,9
CAQYUQ.Re.xyz,Re,70.96,8,1,0,1,1,0,0,0,1,0,0,0,0,7
CAQYUR.Ir.xyz,Ir,62.64,6,1,0,1,0,0,0,1,1,0,0,1,0,9
CAQZAX.Re.xyz,Re,73.23,8,1,0,1,1,0,0,0,1,0,0,0,0,7
CAQZAY.Ir.xyz,Ir,61.24,5,1,0,1,0,0,0,0,1,0,0,0,0,9
CAQZEB.Re.xyz,Re,72.47,8,1,0,1,1,0,0,0,1,0,0,0,0,7
CAQZEC.Ir.xyz,Ir,64.01,6,1,0,1,0,0,0,1,1,0,0,1,0,9
CATSIZ.W.xyz,W,56.62,9,1,0,1,0,0,0,0,1,0,0,0,0,6
CATSUL.Mn.xyz,Mn,52.18,9,1,0,1,0,0,0,1,0,0,0,0,0,7
CAVBUW.Mo.xyz,Mo,54.18,12,1,0,1,0,0,0,0,0,0,0,0,0,6
CAVNAP.Ru.xyz,Ru,64.73,6,1,0,1,1,0,0,0,1,0,1,0,17,8
CAXVED.Ti.xyz,Ti,40.97,12,1,0,1,1,0,0,0,0,0,0,0,0,4
CAZNEZ.Ru.xyz,Ru,63.75,6,1,0,1,1,0,0,0,1,0,0,1,7,8
CAZNIA.Ir.xyz,Ir,65.65,6,2,0,0,1,0,0,0,1,0,0,0,15,9
CEBBIU.Rh.xyz,Rh,58.01,5,1,0,1,0,0,0,0,1,0,1,0,0,9
CEBDEV.Ru.xyz,Ru,67.45,9,1,0,1,0,0,0,1,0,0,0,0,0,8
CEBGUO.Ru.xyz,Ru,67.77,9,1,0,1,0,0,0,1,0,0,0,0,0,8
CEBZAL.Mo.xyz,Mo,50.86,8,2,0,0,0,1,0,0,1,0,0,0,0,6
CEBZEP.Mo.xyz,Mo,53.62,9,2,0,1,0,1,0,0,1,0,0,0,0,6
CEBZIT.Mo.xyz,Mo,55.93,8,1,0,1,0,1,0,0,1,0,0,0,6,6
CEBZIT01.Mo.xyz,Mo,53.37,5,1,0,1,0,1,0,0,1,0,0,0,0,6
CEBZOZ.W.xyz,W,55.69,8,2,0,0,0,1,0,0,1,0,0,0,0,6
CEBZUF.W.xyz,W,59,9,2,0,1,0,1,0,0,1,0,0,0,0,6
CECBIY.Ir.xyz,Ir,61.47,8,1,0,1,0,0,0,0,0,1,0,0,0,9
CECGAS.W.xyz,W,59.07,8,1,0,1,0,0,0,0,0,0,0,0,0,6
CECKOK.Ir.xyz,Ir,71.85,9,4,0,1,0,0,0,0,0,0,0,0,0,9
CEDXOY.Fe.xyz,Fe,52.87,6,1,0,0,1,0,0,0,1,0,0,1,7,8
CEFCAS.Os.xyz,Os,57.87,7,3,0,0,0,0,0,0,1,0,1,0,0,8
CEFGEA.Ru.xyz,Ru,57.7,6,1,0,1,0,0,0,0,1,0,0,0,6,8
CEFRAJ.W.xyz,W,41.61,9,1,0,1,1,0,0,0,1,0,1,0,0,6
CEGHUS.Ir.xyz,Ir,65.6,6,1,0,1,0,0,0,0,0,0,0,-1,0,9
CEGJAA.Ir.xyz,Ir,63.59,6,1,0,1,0,0,0,0,0,0,0,-1,0,9
CEGJEE.Ir.xyz,Ir,65.18,4,1,0,1,0,0,0,0,0,0,0,-1,0,9
