ID,Metal,BDE,CoordNum,H,B,C,N,O,F,Si,P,S,Cl,Charge,LTrans,GrpNum
MAYCOE.Co.xyz,Co,58.59,9,2,0,1,0,0,0,1,0,0,0,0,0,9
MAZHAW.Ir.xyz,Ir,64.67,5,1,0,1,0,0,0,0,0,0,0,-1,0,9
MAZKAZ.Ru.xyz,Ru,65.13,7,1,0,1,1,0,0,0,1,0,0,0,0,8
MAZKED.Ir.xyz,Ir,72.35,7,2,0,1,1,0,0,0,1,0,0,0,0,9
MCTPRH.Rh.xyz,Rh,52.21,8,1,0,1,0,0,0,0,1,0,0,1,0,9
MEBTUI.Ir.xyz,Ir,71.51,8,1,0,1,0,1,0,0,1,0,0,1,0,9
MEBVAQ.Fe.xyz,Fe,40.68,6,1,0,1,0,0,0,0,0,1,0,0,0,8
MEBVEU.Fe.xyz,Fe,42.37,6,1,0,1,0,0,0,0,0,1,0,0,0,8
MECCEF.Ir.xyz,Ir,72.29,8,1,0,1,0,1,0,0,0,0,0,1,8,9
MEDJEN.Ir.xyz,Ir,70.98,4,1,0,1,0,0,0,0,1,0,0,0,6,9
MEDNUH.Ir.xyz,Ir,75.45,5,1,0,1,1,0,0,0,1,0,0,1,7,9
MEFBOR.Re.xyz,Re,62.65,6,2,0,0,1,0,0,0,1,0,0,0,0,7
MEGVUS.Re.xyz,Re,69.66,5,1,0,1,1,0,0,0,1,0,0,0,0,7
MEHGOY.Re.xyz,Re,68.58,5,1,0,1,1,0,0,0,0,0,0,0,0,7
MEHVAX.Ir.xyz,Ir,70.46,8,1,0,1,1,0,0,0,0,0,0,1,0,9
MEJCEL.Ru.xyz,Ru,60.77,6,1,0,0,0,0,0,0,1,0,0,1,15,8
MEKCAJ.Ir.xyz,Ir,70.95,6,2,0,1,0,0,0,0,1,0,0,1,15,9
MEKGAN.Ru.xyz,Ru,67.76,6,1,0,1,1,1,0,0,1,0,0,0,0,8
MEQTUA.Ir.xyz,Ir,72.5,7,1,0,1,1,0,0,0,1,0,0,0,0,9
MEQVAI.Ir.xyz,Ir,77.22,5,1,0,1,1,0,0,0,1,0,0,0,7,9
MEQYIR.Y.xyz,Y,72.72,7,1,0,1,1,0,0,0,0,0,0,0,0,3
MERYOX.Os.xyz,Os,64.29,6,1,0,1,0,0,0,0,1,0,1,0,0,8
MESDIY.Zr.xyz,Zr,51.74,13,1,0,1,0,0,0,0,1,0,0,-1,0,4
MESIRE.Re.xyz,Re,60.75,6,2,0,0,0,0,0,0,0,0,1,0,0,7
MESKOK.Mo.xyz,Mo,50.39,8,2,0,0,0,1,0,1,1,0,0,0,0,6
METRAF.Pt.xyz,Pt,69.26,4,1,0,0,0,0,0,0,1,0,1,0,35,10
METVOW.Re.xyz,Re,63.66,5,1,0,0,1,0,0,0,1,0,0,1,0,7
METVUC.Re.xyz,Re,66.47,5,1,0,0,1,0,0,0,1,0,0,0,0,7
METWAJ.Os.xyz,Os,66.42,5,2,0,0,0,0,0,0,1,0,0,0,0,8
MEVFAU.Nb.xyz,Nb,38.66,14,1,0,1,1,1,0,0,0,0,0,0,0,5
MEVKAC.Ir.xyz,Ir,66.2,9,1,0,1,0,1,0,0,1,1,0,1,0,9
MEXVAM.Ru.xyz,Ru,60.09,6,1,0,1,0,1,0,0,1,0,0,1,0,8
MEXVIU.Ru.xyz,Ru,60.39,7,3,0,0,0,0,0,1,1,0,0,0,15,8
MEZSUI.Ir.xyz,Ir,69.28,6,1,0,1,0,0,0,0,1,0,1,0,17,9
MEZTAP.Ir.xyz,Ir,70.38,6,1,0,1,0,0,0,0,1,0,1,1,17,9
MEZTET.Ir.xyz,Ir,65.33,6,1,0,1,0,0,0,0,1,0,1,1,6,9
MEZYAT.Fe.xyz,Fe,54.72,6,1,0,0,0,0,0,0,1,0,1,0,35,8
MEZYEX.Fe.xyz,Fe,52.12,6,1,0,0,1,0,0,0,1,0,0,1,7,8
MEZYUN.Fe.xyz,Fe,51.36,6,1,0,1,0,0,0,0,1,0,0,0,15,8
MEZZAU.Fe.xyz,Fe,54.45,6,1,0,0,1,0,0,0,1,0,0,1,7,8
MHRHCB.Rh.xyz,Rh,50.19,9,1,1,1,0,0,0,0,1,0,0,0,0,9
MIBMUG.Os.xyz,Os,73.4,8,4,1,0,0,0,0,0,1,0,0,0,1,8
MIBNAN.Os.xyz,Os,66.17,8,3,1,0,0,0,0,0,1,0,1,0,17,8
MIBQAQ.Pt.xyz,Pt,69.01,5,1,0,1,1,0,0,0,0,0,0,0,7,10
MIBRUK.Ir.xyz,Ir,65.57,8,1,0,1,1,0,0,0,0,0,0,1,0,9
MIBTEW.Zr.xyz,Zr,57,12,1,0,1,0,0,0,0,0,0,0,0,0,4
MIBTOG.Zr.xyz,Zr,59.86,12,1,0,1,0,0,0,0,0,0,0,0,0,4
MICJUD.Ru.xyz,Ru,57.04,8,1,0,1,0,0,0,0,0,0,0,1,0,8
MIDQEV.Ir.xyz,Ir,71.38,8,1,0,1,1,0,0,0,0,0,0,1,7,9
MIGKEU.Ru.xyz,Ru,67.29,7,1,0,0,1,0,0,1,0,0,0,0,0,8
MIGKIY.Ru.xyz,Ru,65.23,8,2,0,0,1,0,0,1,0,0,0,1,0,8
MIGKIY01.Ru.xyz,Ru,65.23,8,2,0,0,1,0,0,1,0,0,0,1,0,8
MIJTIJ.Os.xyz,Os,68.37,5,1,0,0,1,0,0,0,1,0,0,1,0,8
MIJVIK.Ru.xyz,Ru,69.81,9,1,0,1,0,0,0,1,1,0,0,0,0,8
MILDUJ.Ru.xyz,Ru,62.63,6,1,0,0,1,0,0,0,1,0,1,0,17,8
MILVAH.Rh.xyz,Rh,58.34,4,1,0,1,0,0,0,0,1,0,0,1,0,9
MILVEL.Rh.xyz,Rh,53.38,7,1,0,1,0,0,0,0,1,0,0,0,0,9
MIMHEW.Ru.xyz,Ru,55.95,9,1,0,1,0,0,0,0,1,0,1,0,0,8
MIMHIA.Rh.xyz,Rh,56.15,6,1,0,1,0,0,0,0,1,1,0,0,16,9
MINGEY.Ir.xyz,Ir,67.22,6,2,0,1,0,0,0,0,1,0,0,0,1,9
MINGIC.Ir.xyz,Ir,70.09,6,2,0,1,0,0,0,0,1,0,0,0,1,9
MINGUO.Ir.xyz,Ir,63.18,6,2,0,1,0,0,0,0,1,0,0,0,1,9
MIPGOJ.Co.xyz,Co,49,5,1,0,0,1,0,0,0,1,0,0,0,0,9
MIPGUP.Co.xyz,Co,42.3,5,1,0,0,1,0,0,0,1,0,0,0,0,9
MIPZER.Rh.xyz,Rh,60.54,8,1,0,1,0,0,0,0,1,0,0,0,0,9
MIPZIV.Rh.xyz,Rh,61.19,6,1,0,1,1,1,0,0,1,0,0,1,8,9
MISPUA.Rh.xyz,Rh,60.53,8,1,0,1,0,0,0,0,1,0,0,0,0,9
MITHUU.Ru.xyz,Ru,65.72,7,1,0,1,0,1,0,0,1,0,0,0,0,8
MIVJEH.Ru.xyz,Ru,59.57,9,1,0,1,1,0,0,0,0,0,0,1,0,8
MIVKAE.Ru.xyz,Ru,58.61,9,1,0,1,1,0,0,0,0,0,0,1,0,8
MIVKOS.Ru.xyz,Ru,62.1,9,1,0,1,1,0,0,0,0,0,0,1,0,8
MIVREO.Ta.xyz,Ta,57.14,13,1,0,1,0,0,0,0,0,0,0,0,0,5
MIVSAL.Ta.xyz,Ta,61.92,13,1,0,1,0,0,0,0,0,0,0,0,0,5
MIWWEW.Pt.xyz,Pt,57.96,4,1,0,0,0,0,0,0,1,1,0,0,15,10
MIWWOF.Fe.xyz,Fe,46.99,6,1,0,0,1,0,0,0,1,0,0,1,7,8
MIZJUD.Ir.xyz,Ir,64.38,6,1,0,1,0,0,0,0,1,0,1,0,17,9
MIZKAK.Ir.xyz,Ir,66.21,6,1,0,1,0,0,0,0,1,0,1,0,17,9
MIZKUE.Ir.xyz,Ir,68.2,5,1,0,1,0,0,0,1,1,0,0,0,0,9
MIZSUK.Ru.xyz,Ru,60.44,5,1,0,1,0,0,0,0,0,0,1,0,0,8
MIZTAR.Ru.xyz,Ru,59.52,5,1,0,1,0,0,0,0,0,0,1,0,0,8
MIZTEV.Ru.xyz,Ru,58.12,6,1,0,1,0,0,0,0,0,0,1,0,6,8
MIZTIZ.Ru.xyz,Ru,57.23,6,1,0,1,0,0,0,0,0,0,1,0,6,8
MIZTOF.Ru.xyz,Ru,57.09,6,1,0,1,0,0,0,0,0,0,1,0,6,8
MIZTUL.Ru.xyz,Ru,56.09,6,1,0,1,0,0,0,0,1,0,1,0,6,8
MIZVEX.Ru.xyz,Ru,58.35,6,2,0,1,0,0,0,0,1,0,0,0,6,8
MIZVIB.Ru.xyz,Ru,60.24,5,1,0,1,0,0,0,0,0,0,1,0,0,8
MIZWUQ.Rh.xyz,Rh,61.75,5,1,0,0,0,0,0,1,1,0,1,0,0,9
MOCDOY.Pd.xyz,Pd,61.06,4,1,0,1,0,0,0,0,0,0,0,0,6,10
MOCHIY.Ru.xyz,Ru,57.37,6,2,0,1,0,0,0,0,0,0,0,0,1,8
MOCHOE.Ru.xyz,Ru,58.9,5,1,0,1,0,1,0,0,0,0,0,1,0,8
MOCJAS.Ru.xyz,Ru,56.2,6,2,0,1,0,0,0,0,0,0,0,0,1,8
MOCJEW.Ru.xyz,Ru,58.93,5,1,0,1,0,1,0,0,0,0,0,1,0,8
MOCLOF.Ir.xyz,Ir,66.79,8,1,0,1,0,0,0,0,1,0,0,0,0,9
MOCLUL.Rh.xyz,Rh,57.68,8,1,0,1,0,0,0,0,1,0,0,0,0,9
MOCSAY.Mo.xyz,Mo,59.58,12,1,0,1,0,0,0,0,1,0,0,0,0,6
MODWOU.Rh.xyz,Rh,62.2,6,1,0,1,1,0,0,1,0,0,0,0,7,9
MODWUA.Rh.xyz,Rh,63.69,6,1,0,1,1,0,0,1,0,0,0,0,7,9
MODZUA.Ag.xyz,Ag,64.05,2,1,0,0,0,0,0,0,1,0,0,0,15,11
MOGCEQ.Ta.xyz,Ta,47.26,13,1,0,1,0,0,0,0,0,0,0,0,0,5
MOGCOA.Nb.xyz,Nb,52.06,11,1,0,1,0,0,0,0,0,0,0,0,0,5
MOGHEX.Ru.xyz,Ru,59.54,6,1,0,0,1,0,0,1,1,0,0,0,15,8
MOGHIB.Ru.xyz,Ru,58.47,6,1,0,0,1,0,0,1,1,0,0,0,0,8
MOGMEA.Ru.xyz,Ru,62.96,7,1,0,1,0,1,0,1,0,0,0,0,0,8
MOHWEN.Ir.xyz,Ir,70.32,6,1,0,1,1,1,0,0,1,0,1,0,0,9
MOHWIR.Ir.xyz,Ir,64.98,5,1,0,1,1,0,0,0,1,0,1,0,0,9
MOHWOX.Ir.xyz,Ir,66.07,5,1,0,1,1,0,0,0,1,0,1,0,0,9
MOJGAT.Rh.xyz,Rh,52.8,6,1,0,1,0,0,0,0,1,1,0,0,16,9
MOKDIB.Ru.xyz,Ru,60.43,5,1,0,1,1,0,0,0,1,0,0,0,0,8
MOKDOH.Ru.xyz,Ru,60.83,5,1,0,1,1,0,0,0,1,0,0,0,0,8
MOKHOJ.Ru.xyz,Ru,57.24,9,1,1,1,0,0,0,0,1,0,1,0,0,8
MOLNEH.Ti.xyz,Ti,45.19,12,2,0,1,0,0,0,0,0,0,0,0,0,4
MOMNUZ.Ru.xyz,Ru,61.45,6,1,0,1,1,0,0,0,1,1,0,0,0,8
MONCOI.Ir.xyz,Ir,69.52,6,1,0,1,1,0,0,0,1,0,0,1,15,9
MONCUO.Ir.xyz,Ir,69.75,6,1,0,1,1,0,0,0,1,0,0,1,15,9
MONDAV.Ir.xyz,Ir,68.05,6,1,0,1,1,0,0,0,1,0,0,1,15,9
MONDEZ.Ir.xyz,Ir,72.59,6,1,0,0,1,0,0,0,1,1,0,2,0,9
MONWER.Rh.xyz,Rh,60.11,6,1,0,1,1,0,0,0,1,0,0,0,7,9
MONWIV.Rh.xyz,Rh,58.1,6,1,0,1,1,0,0,0,1,0,0,0,7,9
MONWOB.Rh.xyz,Rh,62.95,6,1,0,0,1,0,0,1,1,0,0,0,7,9
MOQJEJ.Ru.xyz,Ru,61.6,6,1,0,1,1,0,0,0,1,0,1,0,0,8
MOQNIP.Re.xyz,Re,59.22,6,1,0,1,1,0,0,0,1,0,0,1,7,7
MORKEK.Ir.xyz,Ir,62.07,8,1,0,1,0,0,0,0,1,1,0,0,0,9
MORKOU.Ir.xyz,Ir,66.1,8,1,0,1,0,0,0,0,1,1,0,1,0,9
MOSCII.Ru.xyz,Ru,56.94,6,1,0,1,0,0,0,0,1,0,1,0,15,8
MOSGEH.Rh.xyz,Rh,59.72,6,1,0,1,1,0,0,0,1,0,0,0,7,9
MOSNEP.Ru.xyz,Ru,64.56,6,1,0,0,1,0,0,0,1,0,0,1,0,8
MOSNIT.Ru.xyz,Ru,66.26,6,1,0,0,1,0,0,0,1,0,0,1,7,8
MOSQOA.Ru.xyz,Ru,67.91,8,1,0,1,0,0,0,0,1,0,0,0,0,8
MOTMUD.Mo.xyz,Mo,37.45,8,2,0,0,0,1,0,0,1,1,0,0,0,6
MOTNEO01.W.xyz,W,42.98,8,2,0,0,0,1,0,0,1,1,0,0,0,6
MOVCOP.Rh.xyz,Rh,64.85,6,2,0,0,1,0,0,0,1,0,0,1,7,9
MOVCUV.Rh.xyz,Rh,64.62,6,2,0,0,1,0,0,0,1,0,0,1,7,9
MOVDAC.Rh.xyz,Rh,61.55,6,2,0,0,1,0,0,0,1,0,0,1,7,9
MOVDEG.Rh.xyz,Rh,59.51,6,1,0,0,1,0,0,0,1,0,1,1,17,9
MOVMIW.Rh.xyz,Rh,61.5,6,1,0,1,0,1,0,1,1,0,0,0,6,9
MOVPAR.Ni.xyz,Ni,54.61,4,1,0,0,1,0,0,0,1,0,0,0,7,10
MOVPIZ.Ni.xyz,Ni,50.6,4,1,0,0,1,0,0,0,1,0,0,1,7,10
MOVPOF.Ni.xyz,Ni,48.5,4,1,0,0,1,0,0,0,1,0,0,1,7,10
MOVQIA.Ni.xyz,Ni,50.35,4,1,0,0,1,0,0,0,1,0,0,1,7,10
MOVROH.Ni.xyz,Ni,50.61,4,1,0,0,1,0,0,0,1,0,0,1,7,10
MOWSIA.Zr.xyz,Zr,56.91,12,1,0,1,0,0,0,0,0,0,1,0,0,4
MOWSUM.Zr.xyz,Zr,58.24,12,1,0,1,0,0,0,0,0,0,1,0,0,4
MOWWOK.Ir.xyz,Ir,72.33,6,1,0,1,1,0,0,0,1,0,0,1,0,9
MOWWUQ.Ir.xyz,Ir,71.91,6,1,0,1,1,0,0,0,1,0,0,0,0,9
MOWYEF.Ir.xyz,Ir,71.55,5,1,0,1,1,1,0,0,1,0,0,0,8,9
MOXPAQ.Pt.xyz,Pt,74.72,7,1,1,1,1,0,0,0,0,0,0,0,0,10
MOXYAZ.Ru.xyz,Ru,65.38,6,1,0,1,0,0,0,1,1,0,0,0,0,8
MOZLUK.Ru.xyz,Ru,53.3,6,2,0,0,0,0,0,0,1,0,0,0,15,8
MOZMAR.Ru.xyz,Ru,53.3,6,2,0,0,0,0,0,0,1,0,0,0,15,8
MOZMIZ.Ru.xyz,Ru,61.88,5,1,0,0,0,1,0,0,1,0,0,0,0,8
MOZNAS.Ru.xyz,Ru,58.25,6,2,0,0,1,0,0,0,1,0,0,0,15,8
MOZROL.Rh.xyz,Rh,60.49,6,1,0,0,0,0,0,1,1,1,1,0,16,9
MPENOS.Os.xyz,Os,69.53,6,1,0,1,0,0,0,0,1,0,0,0,15,8
MSICPW10.W.xyz,W,65.15,12,1,0,1,0,0,0,0,0,0,0,0,0,6
MSTCOC.Fe.xyz,Fe,26.41,8,1,0,1,0,0,0,0,1,0,0,0,0,8
MUBPOQ.Ni.xyz,Ni,59.12,4,1,0,1,0,0,0,0,0,0,0,0,6,10
MUBTUB.Rh.xyz,Rh,54.23,9,1,0,1,0,0,0,0,0,0,0,0,0,9
MUCMAZ.Co.xyz,Co,41.06,6,1,0,0,1,0,0,1,1,0,0,1,7,9
MUCTEJ.Ir.xyz,Ir,63.8,5,1,0,1,1,0,0,0,1,0,0,1,0,9
MUCTIN.Ir.xyz,Ir,73.57,6,1,0,1,1,0,0,0,1,0,0,1,7,9
MUCTOT.Ir.xyz,Ir,74.05,6,1,0,1,1,0,0,0,1,0,0,1,7,9
MUCTUZ.Ir.xyz,Ir,74.1,6,2,0,0,1,0,0,0,1,0,0,1,7,9
MUCWEO.Ir.xyz,Ir,62.44,7,1,0,1,1,0,0,0,0,0,0,0,0,9
MUCYUE.Ru.xyz,Ru,66.52,6,1,0,1,0,0,0,0,1,0,0,0,15,8
MUDBUK.Ru.xyz,Ru,57,9,1,0,1,0,0,0,0,1,1,0,1,0,8
MUDCAR.Ru.xyz,Ru,58.22,9,1,0,1,0,0,0,0,1,1,0,1,0,8
MUDRUA.Fe.xyz,Fe,63,6,1,1,0,0,0,0,0,1,0,0,0,5,8
MUFLIL.Pt.xyz,Pt,65.25,4,1,0,1,0,0,0,0,1,0,0,1,6,10
MUHBOI.Fe.xyz,Fe,42.33,6,1,0,1,1,0,0,0,1,0,0,1,6,8
MUHZIZ.Ru.xyz,Ru,58.49,5,1,0,1,0,0,0,0,0,0,0,0,0,8
MUHZOF.Ru.xyz,Ru,67.19,6,2,0,1,0,0,0,0,0,0,0,0,1,8
MUJPIR.Rh.xyz,Rh,71.4,6,1,0,1,1,0,0,1,0,0,0,1,7,9
MUJPOX.Ir.xyz,Ir,76.78,6,2,0,0,1,0,0,1,0,0,0,0,7,9
MUJQEO.Rh.xyz,Rh,63.49,5,1,0,0,1,0,0,1,1,0,0,0,7,9
MUJQUD.Ru.xyz,Ru,69.25,6,1,0,0,1,0,0,0,1,0,0,1,7,8
MUMTEV.Ru.xyz,Ru,70.48,4,1,0,0,0,0,0,0,1,0,0,0,0,8
MUMTIZ.Ru.xyz,Ru,66.56,5,1,0,0,0,0,0,0,1,0,1,0,0,8
MUNFOT.Ru.xyz,Ru,64.96,6,1,0,1,1,0,0,0,1,0,1,0,17,8
MUNPUG.Ru.xyz,Ru,63.83,7,3,0,0,0,0,0,1,1,0,0,0,15,8
MUPFEI.Ru.xyz,Ru,63.35,6,1,0,0,1,0,0,0,1,0,0,0,15,8
MUPROE.Ir.xyz,Ir,72.03,6,1,0,0,0,1,0,0,1,0,1,0,17,9
MUPVOI.Ir.xyz,Ir,67.04,7,1,0,1,0,0,0,0,1,0,0,0,0,9
MUPVUO.Ir.xyz,Ir,67.45,6,1,0,1,0,0,0,0,1,0,0,0,15,9
MUPWEZ.Ir.xyz,Ir,29.71,6,1,0,0,0,0,0,0,1,0,1,1,0,9
MUPWID.Ir.xyz,Ir,46.52,6,1,0,0,0,0,0,0,1,0,1,1,0,9
MUTPIB.Mo.xyz,Mo,62.13,9,1,0,1,0,0,0,0,1,0,0,0,0,6
MUVZOV.Ru.xyz,Ru,61.57,6,1,0,1,1,1,0,0,1,0,0,0,0,8
MUXCIT.Os.xyz,Os,70.72,6,1,0,1,0,0,0,0,1,0,1,0,17,8
MUXCOZ.Os.xyz,Os,72.11,6,1,0,1,0,0,0,0,1,0,1,0,17,8
NABCUQ.Pt.xyz,Pt,73.84,4,1,0,0,0,0,0,1,1,0,0,0,15,10
NABDAX.Pt.xyz,Pt,72.96,4,1,0,0,0,0,0,1,1,0,0,0,15,10
NABDEB.Pt.xyz,Pt,74.02,4,1,0,0,0,0,0,1,1,0,0,0,15,10
NABSIS.Mn.xyz,Mn,50.84,6,1,0,1,0,0,0,0,1,0,0,0,6,7
NACNAG.W.xyz,W,57.43,11,4,0,1,0,0,0,0,1,0,0,1,0,6
NADGEF.Ir.xyz,Ir,56.14,10,1,1,1,0,0,0,0,0,0,0,0,0,9
NADWEW.Ir.xyz,Ir,70.48,8,2,0,1,0,0,0,1,0,0,0,0,0,9
NADWIB.Pd.xyz,Pd,60.03,4,1,0,1,0,0,0,0,1,0,0,0,6,10
NADWOH.Pd.xyz,Pd,57.84,4,1,0,1,0,0,0,0,1,0,0,0,6,10
NADWUN.Pd.xyz,Pd,59.92,4,1,0,1,0,0,0,0,1,0,0,0,6,10
NADXEY.Pd.xyz,Pd,58.07,4,1,0,1,0,0,0,0,1,0,0,0,6,10
NAFZUQ.Os.xyz,Os,67.52,7,3,0,1,1,0,0,0,1,0,0,0,0,8
NAGBAZ.Os.xyz,Os,65.52,9,3,0,1,1,0,0,0,1,0,0,1,0,8
NAGBED.Os.xyz,Os,67.22,8,3,0,1,1,0,0,0,1,0,0,0,6,8
NAJHIT.Zn.xyz,Zn,70.86,4,1,0,0,1,1,0,0,0,0,0,1,0,12
NAJSEZ.Pt.xyz,Pt,68.7,4,1,0,0,0,0,0,1,1,0,0,0,0,10
NAKJOY.Ir.xyz,Ir,70.82,5,1,0,1,0,0,0,0,1,0,0,0,0,9
NAKREW.Ir.xyz,Ir,71.4,7,1,0,1,1,0,0,0,0,0,0,0,7,9
NAKRIA.Ir.xyz,Ir,73.37,7,1,0,1,1,0,0,0,0,0,0,0,7,9
NAKYEE.Rh.xyz,Rh,66.06,5,1,0,1,1,0,0,0,1,0,0,0,7,9
NAKYII.Rh.xyz,Rh,60.66,6,1,0,1,1,0,0,0,1,0,0,1,7,9
NAKYON.Rh.xyz,Rh,62.67,6,1,0,0,1,0,0,0,0,0,1,1,17,9
NALWAY.Nb.xyz,Nb,50.9,7,1,0,1,0,0,0,0,1,0,0,0,0,5
NAMBAG.Co.xyz,Co,50.79,5,1,0,0,0,0,0,0,1,0,0,0,0,9
NAMBIO.Co.xyz,Co,49.97,6,2,0,0,0,0,0,0,1,0,0,1,0,9
NAMBOU.Co.xyz,Co,53.26,5,1,0,0,0,0,0,0,1,0,0,0,0,9
NAMCAH.Co.xyz,Co,53.52,6,2,0,0,0,0,0,0,1,0,0,0,1,9
NAMDIO.Pt.xyz,Pt,66.86,4,1,0,0,0,0,0,0,1,0,0,1,15,10
NANSIH.Pt.xyz,Pt,75.63,4,1,0,0,1,0,0,0,1,1,0,0,7,10
NANSON.Pt.xyz,Pt,76.38,4,1,0,0,1,0,0,0,1,1,0,0,7,10
NANSUT.Pt.xyz,Pt,75.6,4,1,0,0,1,0,0,0,1,1,0,0,7,10
NANTAA.Pt.xyz,Pt,68.88,4,1,0,0,0,0,0,0,1,1,0,0,16,10
NAPLOJ.Ni.xyz,Ni,43.32,5,1,0,0,0,0,0,0,1,0,0,1,0,10
NAPNAV.Ru.xyz,Ru,60.67,6,1,0,1,0,0,0,0,1,0,0,0,0,8
NAPYOS.Ir.xyz,Ir,75.5,6,1,0,1,0,1,0,0,1,0,1,0,17,9
NAQQAX.Fe.xyz,Fe,53.7,6,1,0,0,0,0,0,0,1,0,1,0,17,8
NARLUR.Rh.xyz,Rh,60.98,6,1,0,1,0,0,0,0,1,0,1,0,17,9
NARPIJ.Mo.xyz,Mo,60.12,5,1,0,0,1,0,0,0,1,0,0,0,0,6
NARPUV.Mo.xyz,Mo,61.7,5,1,0,0,1,0,0,0,1,0,0,0,0,6
NARXOT.W.xyz,W,56.43,12,1,0,1,0,0,0,0,0,0,1,0,0,6
NASHAR.Ru.xyz,Ru,69.04,8,1,0,1,0,0,0,0,1,0,0,0,0,8
NASHEV.Ru.xyz,Ru,69.94,8,1,0,1,0,0,0,0,1,0,0,0,0,8
NASINB.Nb.xyz,Nb,63.52,11,1,0,1,0,0,0,0,0,0,0,0,0,5
NATXAK.Ru.xyz,Ru,60.91,6,1,0,1,1,0,0,0,1,0,0,1,0,8
NATXEO.Ru.xyz,Ru,62.28,6,1,0,1,1,0,0,0,1,0,0,1,0,8
NAVHIB.Ru.xyz,Ru,62.84,6,1,0,1,1,0,0,0,1,0,0,1,7,8
NAVHOH.Ru.xyz,Ru,64.12,6,1,0,1,1,0,0,0,1,0,0,1,7,8
NAVHUO.Rh.xyz,Rh,54.58,7,1,0,1,1,0,0,0,1,0,0,0,0,9
NAVJOJ.Rh.xyz,Rh,59.2,6,1,0,0,1,0,0,0,1,0,0,1,7,9
NAWLUV.Ru.xyz,Ru,59.47,6,1,0,1,1,0,0,0,1,0,0,1,0,8
NAWMAC.Ru.xyz,Ru,59.24,6,1,0,1,1,0,0,0,1,0,0,1,0,8
NAWMEG.Ru.xyz,Ru,60.54,6,1,0,1,1,0,0,0,1,0,0,1,0,8
NAYLEG.Ni.xyz,Ni,48.37,4,1,0,0,0,0,0,0,1,0,1,0,35,10
NAYVAK.W.xyz,W,59.49,11,1,0,1,0,0,0,0,0,0,0,0,0,6
NBCPFE.Nb.xyz,Nb,54.27,12,1,0,1,0,0,0,0,0,0,0,0,0,5
NBCPTH.Nb.xyz,Nb,51.68,13,3,0,1,0,0,0,0,0,0,0,0,0,5
NEBFUW.Ir.xyz,Ir,73.09,6,1,0,1,1,0,0,0,1,0,1,0,17,9
NEBGAD.Ir.xyz,Ir,73.23,6,1,0,1,1,0,0,0,1,0,1,0,7,9
NEBQOB.Ru.xyz,Ru,67,8,1,0,1,0,0,0,0,1,0,0,0,0,8
NEBQUH.Ru.xyz,Ru,65.89,8,1,0,1,0,0,0,0,1,0,0,0,0,8
NEBYIC.Ru.xyz,Ru,57.61,5,1,0,0,0,0,0,0,1,0,0,1,0,8
NEBYOI.Ru.xyz,Ru,64.39,9,1,0,1,0,0,0,0,1,0,0,0,0,8
NECLOX.Mo.xyz,Mo,57.54,9,1,0,1,0,0,0,0,1,0,0,0,0,6
NECLUD.Mo.xyz,Mo,58.05,9,1,0,1,0,0,0,0,1,0,0,0,0,6
NECMAK.Mo.xyz,Mo,58.15,9,1,0,1,0,0,0,0,1,0,0,0,0,6
NEDGOT.Os.xyz,Os,58.3,9,2,0,1,0,1,0,0,1,0,0,1,0,8
NEDHAG.Os.xyz,Os,65.32,9,1,0,1,0,1,0,0,1,0,0,1,0,8
NEDKAK.Nb.xyz,Nb,57.13,13,1,0,1,0,0,0,1,0,0,0,0,0,5
NEDKEO.Nb.xyz,Nb,56.89,13,1,0,1,0,0,0,1,0,0,0,0,0,5
NEDKIS.Nb.xyz,Nb,57.8,13,1,0,1,0,0,0,1,0,0,0,0,0,5
NEDKOY.Nb.xyz,Nb,57.74,13,1,0,1,0,0,0,1,0,0,0,0,0,5
NEDKUE.Nb.xyz,Nb,39.37,13,1,0,1,0,0,0,1,0,0,0,0,0,5
NEDLAL.Nb.xyz,Nb,56.71,13,1,0,1,0,0,0,1,0,0,0,0,0,5
NEDLEP.Nb.xyz,Nb,56.87,13,1,0,1,0,0,0,1,0,0,0,0,0,5
NEFGEK.Ru.xyz,Ru,67.28,6,1,0,0,0,0,0,0,1,0,1,0,17,8
NEFNER.Zr.xyz,Zr,57.87,12,1,0,1,0,0,1,0,0,0,0,0,0,4
NEFQUM.Ru.xyz,Ru,62.71,6,1,0,1,1,0,0,0,1,0,1,0,0,8
NEHJUH.Rh.xyz,Rh,63.9,5,2,1,1,0,0,0,0,0,0,0,0,1,9
NEHJUH01.Rh.xyz,Rh,56.79,4,1,1,1,0,0,0,0,0,0,0,1,0,9
NEHKES.Ir.xyz,Ir,69.04,7,4,1,1,0,0,0,0,0,0,0,1,1,9
NEJVEF.Ru.xyz,Ru,64.53,6,1,0,1,1,1,0,0,1,0,0,0,8,8
NEJXIK.Ru.xyz,Ru,61.24,6,1,0,0,1,0,0,1,0,0,1,0,17,8
NEKLEX.Fe.xyz,Fe,44.07,6,1,0,0,1,0,0,0,1,0,0,0,7,8
NELWEI.Rh.xyz,Rh,61.99,5,1,0,1,0,0,0,0,1,0,0,0,6,9
NEMGUJ.Ir.xyz,Ir,60.82,5,1,0,1,0,0,0,0,1,0,1,0,0,9
NEMHAQ.Ir.xyz,Ir,76.86,7,1,0,1,0,0,0,1,0,0,1,0,17,9
